YEAR|RACE|SEX|SITE|EVENT_TYPE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|POPULATION|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
2005|Black|Male and Female|Female Breast|Mortality|32.0|33.7|32.8|5802|20551032|27.5|29.0|28.2
2006|Black|Male and Female|Female Breast|Incidence|113.8|117.0|115.4|20394|19892261|101.1|103.9|102.5
2006|Black|Male and Female|Female Breast|Mortality|30.8|32.5|31.6|5694|20840468|26.6|28.0|27.3
2006-2010|Black|Male and Female|Female Breast|Incidence|117.6|119.0|118.3|108436|101095270|106.6|107.9|107.3
2006-2010|Black|Male and Female|Female Breast|Mortality|30.5|31.2|30.8|29224|107202172|26.9|27.6|27.3
2007|Black|Male and Female|Female Breast|Incidence|117.2|120.4|118.8|22422|21004567|105.4|108.2|106.7
2007|Black|Male and Female|Female Breast|Mortality|30.5|32.2|31.4|5798|21142428|26.7|28.1|27.4
2008|Black|Male and Female|Female Breast|Incidence|117.8|120.9|119.4|23065|21301668|106.9|109.7|108.3
2008|Black|Male and Female|Female Breast|Mortality|30.2|31.8|31.0|5851|21446016|26.6|28.0|27.3
2009|Black|Male and Female|Female Breast|Incidence|119.6|122.8|121.2|23986|21595024|109.7|112.5|111.1
2009|Black|Male and Female|Female Breast|Mortality|29.4|31.0|30.2|5850|21744516|26.2|27.6|26.9
2010|Black|Male and Female|Female Breast|Incidence|115.6|118.7|117.2|23564|21630130|107.6|110.3|108.9
2010|Black|Male and Female|Female Breast|Mortality|29.4|31.0|30.2|6031|22028744|26.7|28.1|27.4
1999|Black|Male and Female|Female Genital System|Incidence|45.9|48.3|47.1|5827|15244886|37.2|39.2|38.2
1999|Black|Male and Female|Female Genital System|Mortality|19.9|21.4|20.6|3052|18978030|15.5|16.7|16.1
2000|Black|Male and Female|Female Genital System|Incidence|45.6|48.0|46.8|6202|16172431|37.4|39.3|38.3
2000|Black|Male and Female|Female Genital System|Mortality|20.1|21.5|20.8|3150|19252974|15.8|16.9|16.4
2001|Black|Male and Female|Female Genital System|Incidence|45.1|47.4|46.2|6634|17391752|37.2|39.1|38.1
2001|Black|Male and Female|Female Genital System|Mortality|19.7|21.1|20.4|3151|19515524|15.6|16.7|16.1
2002|Black|Male and Female|Female Genital System|Incidence|45.8|48.0|46.9|6794|17399413|38.1|40.0|39.0
2002|Black|Male and Female|Female Genital System|Mortality|19.9|21.3|20.6|3248|19770726|15.9|17.0|16.4
2003|Black|Male and Female|Female Genital System|Incidence|44.9|47.0|45.9|7207|18595410|37.9|39.7|38.8
2003|Black|Male and Female|Female Genital System|Mortality|19.4|20.8|20.1|3244|20015421|15.7|16.8|16.2
2004|Black|Male and Female|Female Genital System|Incidence|44.8|46.8|45.8|7569|19364831|38.2|40.0|39.1
2004|Black|Male and Female|Female Genital System|Mortality|19.3|20.7|20.0|3301|20277329|15.7|16.8|16.3
2005|Black|Male and Female|Female Genital System|Incidence|44.2|46.2|45.2|7625|19621613|38.0|39.7|38.9
2005|Black|Male and Female|Female Genital System|Mortality|18.9|20.2|19.5|3307|20551032|15.5|16.6|16.1
2006|Black|Male and Female|Female Genital System|Incidence|43.8|45.8|44.8|7798|19892261|38.3|40.1|39.2
2006|Black|Male and Female|Female Genital System|Mortality|18.7|20.1|19.4|3361|20840468|15.6|16.7|16.1
2006-2010|Black|Male and Female|Female Genital System|Incidence|45.5|46.3|45.9|41633|101095270|40.8|41.6|41.2
2006-2010|Black|Male and Female|Female Genital System|Mortality|18.8|19.4|19.1|17499|107202172|16.1|16.6|16.3
2007|Black|Male and Female|Female Genital System|Incidence|44.5|46.5|45.5|8450|21004567|39.4|41.1|40.2
2007|Black|Male and Female|Female Genital System|Mortality|18.6|19.9|19.3|3422|21142428|15.6|16.7|16.2
2008|Black|Male and Female|Female Genital System|Incidence|45.2|47.2|46.2|8815|21301668|40.5|42.3|41.4
2008|Black|Male and Female|Female Genital System|Mortality|18.1|19.4|18.8|3450|21446016|15.6|16.6|16.1
2009|Black|Male and Female|Female Genital System|Incidence|45.8|47.8|46.8|9188|21595024|41.7|43.4|42.5
2009|Black|Male and Female|Female Genital System|Mortality|18.5|19.8|19.1|3608|21744516|16.1|17.1|16.6
2010|Black|Male and Female|Female Genital System|Incidence|44.4|46.3|45.3|9074|21630130|41.1|42.8|42.0
2010|Black|Male and Female|Female Genital System|Mortality|18.2|19.5|18.9|3658|22028744|16.1|17.2|16.6
1999|Black|Male and Female|Floor of Mouth|Incidence|0.9|1.2|1.1|229|29095797|0.7|0.9|0.8
1999|Black|Male and Female|Floor of Mouth|Mortality|0.1|0.2|0.1|34|36173121|0.1|0.1|0.1
2000|Black|Male and Female|Floor of Mouth|Incidence|1.0|1.2|1.1|253|30870633|0.7|0.9|0.8
2000|Black|Male and Female|Floor of Mouth|Mortality|0.1|0.1|0.1|25|36728709|0.0|0.1|0.1
2001|Black|Male and Female|Floor of Mouth|Incidence|0.8|1.1|0.9|241|33209571|0.6|0.8|0.7
2001|Black|Male and Female|Floor of Mouth|Mortality|0.0|0.1|0.1|20|37249775|0.0|0.1|0.1
2002|Black|Male and Female|Floor of Mouth|Incidence|0.8|1.1|0.9|251|33240128|0.7|0.9|0.8
2002|Black|Male and Female|Floor of Mouth|Mortality|0.0|0.1|0.1|21|37748424|0.0|0.1|0.1
2003|Black|Male and Female|Floor of Mouth|Incidence|0.7|1.0|0.9|246|35488969|0.6|0.8|0.7
2003|Black|Male and Female|Floor of Mouth|Mortality|0.1|0.1|0.1|24|38209741|0.0|0.1|0.1
2004|Black|Male and Female|Floor of Mouth|Incidence|0.6|0.8|0.7|221|36976337|0.5|0.7|0.6
2004|Black|Male and Female|Floor of Mouth|Mortality|0.0|0.1|0.1|19|38738798|0.0|0.1|0.0
2005|Black|Male and Female|Floor of Mouth|Incidence|0.6|0.8|0.7|217|37485070|0.5|0.7|0.6
2005|Black|Male and Female|Floor of Mouth|Mortality|0.0|0.1|0.1|18|39280731|0.0|0.1|0.0
2006|Black|Male and Female|Floor of Mouth|Incidence|0.6|0.8|0.7|228|38022899|0.5|0.7|0.6
2006|Black|Male and Female|Floor of Mouth|Mortality|~|~|~|~|39857107|~|~|~
2006-2010|Black|Male and Female|Floor of Mouth|Incidence|0.6|0.7|0.6|1055|193411444|0.5|0.6|0.5
2006-2010|Black|Male and Female|Floor of Mouth|Mortality|0.0|0.0|0.0|66|205188960|0.0|0.0|0.0
2007|Black|Male and Female|Floor of Mouth|Incidence|0.5|0.7|0.6|216|40168672|0.5|0.6|0.5
2007|Black|Male and Female|Floor of Mouth|Mortality|0.0|0.1|0.1|17|40451108|0.0|0.1|0.0
2008|Black|Male and Female|Floor of Mouth|Incidence|0.5|0.7|0.6|212|40754415|0.5|0.6|0.5
2008|Black|Male and Female|Floor of Mouth|Mortality|~|~|~|~|41048959|~|~|~
2009|Black|Male and Female|Floor of Mouth|Incidence|0.5|0.7|0.6|231|41327700|0.5|0.6|0.6
2009|Black|Male and Female|Floor of Mouth|Mortality|~|~|~|~|41632450|~|~|~
2010|Black|Male and Female|Floor of Mouth|Incidence|0.5|0.7|0.6|214|41418775|0.4|0.6|0.5
2010|Black|Male and Female|Floor of Mouth|Mortality|~|~|~|~|42199336|~|~|~
1999|Black|Male and Female|Gallbladder|Incidence|1.2|1.6|1.4|262|29095797|0.8|1.0|0.9
1999|Black|Male and Female|Gallbladder|Mortality|0.7|1.0|0.9|201|36173121|0.5|0.6|0.6
2000|Black|Male and Female|Gallbladder|Incidence|1.3|1.6|1.4|300|30870633|0.9|1.1|1.0
2000|Black|Male and Female|Gallbladder|Mortality|0.7|0.9|0.8|190|36728709|0.4|0.6|0.5
2001|Black|Male and Female|Gallbladder|Incidence|1.2|1.5|1.4|303|33209571|0.8|1.0|0.9
2001|Black|Male and Female|Gallbladder|Mortality|0.7|1.0|0.8|208|37249775|0.5|0.6|0.6
2002|Black|Male and Female|Gallbladder|Incidence|1.3|1.6|1.4|313|33240128|0.8|1.1|0.9
2002|Black|Male and Female|Gallbladder|Mortality|0.8|1.1|0.9|238|37748424|0.6|0.7|0.6
2003|Black|Male and Female|Gallbladder|Incidence|1.2|1.5|1.4|341|35488969|0.9|1.1|1.0
2003|Black|Male and Female|Gallbladder|Mortality|0.6|0.8|0.7|177|38209741|0.4|0.5|0.5
2004|Black|Male and Female|Gallbladder|Incidence|1.4|1.8|1.6|408|36976337|1.0|1.2|1.1
2004|Black|Male and Female|Gallbladder|Mortality|0.8|1.0|0.9|226|38738798|0.5|0.7|0.6
2005|Black|Male and Female|Gallbladder|Incidence|1.3|1.6|1.4|378|37485070|0.9|1.1|1.0
2005|Black|Male and Female|Gallbladder|Mortality|0.8|1.0|0.9|234|39280731|0.5|0.7|0.6
2006|Black|Male and Female|Gallbladder|Incidence|1.4|1.7|1.5|406|38022899|1.0|1.2|1.1
2006|Black|Male and Female|Gallbladder|Mortality|0.7|0.9|0.8|229|39857107|0.5|0.7|0.6
2006-2010|Black|Male and Female|Gallbladder|Incidence|1.5|1.7|1.6|2290|193411444|1.1|1.2|1.2
2006-2010|Black|Male and Female|Gallbladder|Mortality|0.8|0.9|0.8|1259|205188960|0.6|0.6|0.6
2007|Black|Male and Female|Gallbladder|Incidence|1.4|1.7|1.6|460|40168672|1.0|1.3|1.1
2007|Black|Male and Female|Gallbladder|Mortality|0.6|0.8|0.7|219|40451108|0.5|0.6|0.5
2008|Black|Male and Female|Gallbladder|Incidence|1.4|1.7|1.6|481|40754415|1.1|1.3|1.2
2008|Black|Male and Female|Gallbladder|Mortality|0.8|1.0|0.9|262|41048959|0.6|0.7|0.6
2009|Black|Male and Female|Gallbladder|Incidence|1.4|1.7|1.5|483|41327700|1.1|1.3|1.2
2009|Black|Male and Female|Gallbladder|Mortality|0.8|1.0|0.9|263|41632450|0.6|0.7|0.6
2010|Black|Male and Female|Gallbladder|Incidence|1.6|1.9|1.7|554|41418775|1.2|1.5|1.3
2010|Black|Male and Female|Gallbladder|Mortality|0.8|1.0|0.9|286|42199336|0.6|0.8|0.7
1999|Black|Male and Female|Gum and Other Mouth|Incidence|1.9|2.3|2.1|449|29095797|1.4|1.7|1.5
1999|Black|Male and Female|Gum and Other Mouth|Mortality|0.5|0.6|0.5|140|36173121|0.3|0.5|0.4
2000|Black|Male and Female|Gum and Other Mouth|Incidence|1.6|2.0|1.8|410|30870633|1.2|1.5|1.3
2000|Black|Male and Female|Gum and Other Mouth|Mortality|0.5|0.7|0.6|149|36728709|0.3|0.5|0.4
2001|Black|Male and Female|Gum and Other Mouth|Incidence|1.6|1.9|1.8|440|33209571|1.2|1.5|1.3
2001|Black|Male and Female|Gum and Other Mouth|Mortality|0.4|0.6|0.5|136|37249775|0.3|0.4|0.4
2002|Black|Male and Female|Gum and Other Mouth|Incidence|1.6|2.0|1.8|447|33240128|1.2|1.5|1.3
2002|Black|Male and Female|Gum and Other Mouth|Mortality|0.4|0.6|0.5|132|37748424|0.3|0.4|0.3
2003|Black|Male and Female|Gum and Other Mouth|Incidence|1.7|2.0|1.8|496|35488969|1.3|1.5|1.4
2003|Black|Male and Female|Gum and Other Mouth|Mortality|0.4|0.6|0.5|144|38209741|0.3|0.4|0.4
2004|Black|Male and Female|Gum and Other Mouth|Incidence|1.5|1.9|1.7|486|36976337|1.2|1.4|1.3
2004|Black|Male and Female|Gum and Other Mouth|Mortality|0.4|0.6|0.5|137|38738798|0.3|0.4|0.4
2005|Black|Male and Female|Gum and Other Mouth|Incidence|1.4|1.7|1.5|462|37485070|1.1|1.4|1.2
2005|Black|Male and Female|Gum and Other Mouth|Mortality|0.4|0.5|0.4|126|39280731|0.3|0.4|0.3
2006|Black|Male and Female|Gum and Other Mouth|Incidence|1.3|1.6|1.4|447|38022899|1.1|1.3|1.2
2006|Black|Male and Female|Gum and Other Mouth|Mortality|0.3|0.4|0.4|115|39857107|0.2|0.3|0.3
2006-2010|Black|Male and Female|Gum and Other Mouth|Incidence|1.4|1.5|1.5|2353|193411444|1.2|1.3|1.2
2006-2010|Black|Male and Female|Gum and Other Mouth|Mortality|0.3|0.4|0.3|567|205188960|0.3|0.3|0.3
2007|Black|Male and Female|Gum and Other Mouth|Incidence|1.5|1.8|1.6|540|40168672|1.2|1.5|1.3
2007|Black|Male and Female|Gum and Other Mouth|Mortality|0.3|0.5|0.4|120|40451108|0.2|0.4|0.3
2008|Black|Male and Female|Gum and Other Mouth|Incidence|1.3|1.6|1.4|497|40754415|1.1|1.3|1.2
2008|Black|Male and Female|Gum and Other Mouth|Mortality|0.3|0.5|0.4|127|41048959|0.3|0.4|0.3
2009|Black|Male and Female|Gum and Other Mouth|Incidence|1.2|1.4|1.3|448|41327700|1.0|1.2|1.1
2009|Black|Male and Female|Gum and Other Mouth|Mortality|0.3|0.4|0.3|108|41632450|0.2|0.3|0.3
2010|Black|Male and Female|Gum and Other Mouth|Incidence|1.3|1.6|1.4|512|41418775|1.1|1.3|1.2
2010|Black|Male and Female|Gum and Other Mouth|Mortality|0.2|0.3|0.3|97|42199336|0.2|0.3|0.2
1999|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.2|2.6|2.4|661|29095797|2.1|2.5|2.3
1999|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|128|36173121|0.3|0.4|0.4
2000|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.3|2.7|2.5|744|30870633|2.2|2.6|2.4
2000|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.4|0.4|110|36728709|0.2|0.4|0.3
2001|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.1|2.5|2.3|737|33209571|2.1|2.4|2.2
2001|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|137|37249775|0.3|0.4|0.4
2002|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.3|2.6|2.5|783|33240128|2.2|2.5|2.4
2002|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|130|37748424|0.3|0.4|0.3
2003|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.2|2.6|2.4|826|35488969|2.2|2.5|2.3
2003|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.4|0.4|120|38209741|0.3|0.4|0.3
2004|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.4|2.7|2.6|912|36976337|2.3|2.6|2.5
2004|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|135|38738798|0.3|0.4|0.3
2005|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.5|2.8|2.7|963|37485070|2.4|2.7|2.6
2005|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.5|0.4|145|39280731|0.3|0.4|0.4
2006|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.3|2.7|2.5|916|38022899|2.3|2.6|2.4
2006|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|137|39857107|0.3|0.4|0.3
2006-2010|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.5|2.6|2.6|4856|193411444|2.4|2.6|2.5
2006-2010|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.4|0.4|640|205188960|0.3|0.3|0.3
2007|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.3|2.7|2.5|978|40168672|2.3|2.6|2.4
2007|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.4|0.4|130|40451108|0.3|0.4|0.3
2008|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.5|2.8|2.7|1068|40754415|2.5|2.8|2.6
2008|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.4|0.3|119|41048959|0.2|0.3|0.3
2009|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.4|2.8|2.6|1037|41327700|2.4|2.7|2.5
2009|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|140|41632450|0.3|0.4|0.3
2010|Black|Male and Female|Hodgkin Lymphoma|Incidence|2.4|2.8|2.6|1055|41418775|2.4|2.7|2.5
2010|Black|Male and Female|Hodgkin Lymphoma|Mortality|0.2|0.4|0.3|114|42199336|0.2|0.3|0.3
1999|Black|Male and Female|Hypopharynx|Incidence|1.3|1.6|1.4|305|29095797|0.9|1.2|1.0
1999|Black|Male and Female|Hypopharynx|Mortality|0.2|0.3|0.3|67|36173121|0.1|0.2|0.2
2000|Black|Male and Female|Hypopharynx|Incidence|1.2|1.5|1.4|315|30870633|0.9|1.1|1.0
2000|Black|Male and Female|Hypopharynx|Mortality|0.2|0.3|0.3|68|36728709|0.1|0.2|0.2
2001|Black|Male and Female|Hypopharynx|Incidence|1.1|1.4|1.3|321|33209571|0.9|1.1|1.0
2001|Black|Male and Female|Hypopharynx|Mortality|0.1|0.3|0.2|55|37249775|0.1|0.2|0.1
2002|Black|Male and Female|Hypopharynx|Incidence|1.2|1.5|1.3|335|33240128|0.9|1.1|1.0
2002|Black|Male and Female|Hypopharynx|Mortality|0.1|0.2|0.2|49|37748424|0.1|0.2|0.1
2003|Black|Male and Female|Hypopharynx|Incidence|1.3|1.6|1.4|394|35488969|1.0|1.2|1.1
2003|Black|Male and Female|Hypopharynx|Mortality|0.1|0.3|0.2|56|38209741|0.1|0.2|0.1
2004|Black|Male and Female|Hypopharynx|Incidence|1.1|1.4|1.3|374|36976337|0.9|1.1|1.0
2004|Black|Male and Female|Hypopharynx|Mortality|0.2|0.3|0.2|70|38738798|0.1|0.2|0.2
2005|Black|Male and Female|Hypopharynx|Incidence|1.1|1.3|1.2|366|37485070|0.9|1.1|1.0
2005|Black|Male and Female|Hypopharynx|Mortality|0.1|0.2|0.2|54|39280731|0.1|0.2|0.1
2006|Black|Male and Female|Hypopharynx|Incidence|1.0|1.2|1.1|338|38022899|0.8|1.0|0.9
2006|Black|Male and Female|Hypopharynx|Mortality|0.1|0.2|0.2|56|39857107|0.1|0.2|0.1
2006-2010|Black|Male and Female|Hypopharynx|Incidence|1.0|1.1|1.1|1748|193411444|0.9|0.9|0.9
2006-2010|Black|Male and Female|Hypopharynx|Mortality|0.1|0.2|0.2|263|205188960|0.1|0.1|0.1
2007|Black|Male and Female|Hypopharynx|Incidence|1.1|1.4|1.2|412|40168672|0.9|1.1|1.0
2007|Black|Male and Female|Hypopharynx|Mortality|0.1|0.2|0.2|50|40451108|0.1|0.2|0.1
2008|Black|Male and Female|Hypopharynx|Incidence|1.0|1.2|1.1|365|40754415|0.8|1.0|0.9
2008|Black|Male and Female|Hypopharynx|Mortality|0.1|0.2|0.1|50|41048959|0.1|0.2|0.1
2009|Black|Male and Female|Hypopharynx|Incidence|0.9|1.1|1.0|370|41327700|0.8|1.0|0.9
2009|Black|Male and Female|Hypopharynx|Mortality|0.1|0.2|0.1|42|41632450|0.1|0.1|0.1
2010|Black|Male and Female|Hypopharynx|Incidence|0.9|1.1|1.0|349|41418775|0.8|0.9|0.8
2010|Black|Male and Female|Hypopharynx|Mortality|0.1|0.2|0.2|65|42199336|0.1|0.2|0.2
1999|Black|Male and Female|Kaposi Sarcoma|Incidence|1.2|1.5|1.3|359|29095797|1.1|1.4|1.2
1999|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|36173121|.|.|.
2000|Black|Male and Female|Kaposi Sarcoma|Incidence|1.1|1.3|1.2|354|30870633|1.0|1.3|1.1
2000|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|36728709|.|.|.
2001|Black|Male and Female|Kaposi Sarcoma|Incidence|1.0|1.3|1.2|357|33209571|1.0|1.2|1.1
2001|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|37249775|.|.|.
2002|Black|Male and Female|Kaposi Sarcoma|Incidence|0.9|1.2|1.1|330|33240128|0.9|1.1|1.0
2002|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|37748424|.|.|.
2003|Black|Male and Female|Kaposi Sarcoma|Incidence|1.0|1.2|1.1|367|35488969|0.9|1.1|1.0
2003|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|38209741|.|.|.
2004|Black|Male and Female|Kaposi Sarcoma|Incidence|0.9|1.1|1.0|326|36976337|0.8|1.0|0.9
2004|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|38738798|.|.|.
2005|Black|Male and Female|Kaposi Sarcoma|Incidence|1.0|1.2|1.1|371|37485070|0.9|1.1|1.0
2005|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|39280731|.|.|.
2006|Black|Male and Female|Kaposi Sarcoma|Incidence|0.9|1.1|1.0|344|38022899|0.8|1.0|0.9
2006|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|39857107|.|.|.
2006-2010|Black|Male and Female|Kaposi Sarcoma|Incidence|0.9|1.0|0.9|1637|193411444|0.8|0.9|0.8
2006-2010|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|205188960|.|.|.
2007|Black|Male and Female|Kaposi Sarcoma|Incidence|0.9|1.1|1.0|357|40168672|0.8|1.0|0.9
2007|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|40451108|.|.|.
2008|Black|Male and Female|Kaposi Sarcoma|Incidence|0.8|1.0|0.9|335|40754415|0.7|0.9|0.8
2008|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|41048959|.|.|.
2009|Black|Male and Female|Kaposi Sarcoma|Incidence|0.7|0.9|0.8|320|41327700|0.7|0.9|0.8
2009|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|41632450|.|.|.
2010|Black|Male and Female|Kaposi Sarcoma|Incidence|0.7|0.9|0.8|315|41418775|0.7|0.8|0.8
2010|Black|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|42199336|.|.|.
1999|Black|Male and Female|Kidney and Renal Pelvis|Incidence|12.2|13.2|12.7|2662|29095797|8.8|9.5|9.1
1999|Black|Male and Female|Kidney and Renal Pelvis|Mortality|3.9|4.4|4.2|1035|36173121|2.7|3.0|2.9
2000|Black|Male and Female|Kidney and Renal Pelvis|Incidence|12.5|13.4|12.9|2956|30870633|9.2|9.9|9.6
2000|Black|Male and Female|Kidney and Renal Pelvis|Mortality|3.9|4.4|4.1|1044|36728709|2.7|3.0|2.8
2001|Black|Male and Female|Kidney and Renal Pelvis|Incidence|13.1|14.0|13.5|3342|33209571|9.7|10.4|10.1
2001|Black|Male and Female|Kidney and Renal Pelvis|Mortality|4.0|4.5|4.3|1113|37249775|2.8|3.2|3.0
2002|Black|Male and Female|Kidney and Renal Pelvis|Incidence|13.9|14.8|14.4|3584|33240128|10.4|11.1|10.8
2002|Black|Male and Female|Kidney and Renal Pelvis|Mortality|3.8|4.3|4.1|1069|37748424|2.7|3.0|2.8
2003|Black|Male and Female|Kidney and Renal Pelvis|Incidence|14.0|14.9|14.5|3916|35488969|10.7|11.4|11.0
2003|Black|Male and Female|Kidney and Renal Pelvis|Mortality|3.9|4.4|4.1|1116|38209741|2.8|3.1|2.9
2004|Black|Male and Female|Kidney and Renal Pelvis|Incidence|14.3|15.3|14.8|4257|36976337|11.2|11.9|11.5
2004|Black|Male and Female|Kidney and Renal Pelvis|Mortality|3.7|4.2|4.0|1091|38738798|2.7|3.0|2.8
2005|Black|Male and Female|Kidney and Renal Pelvis|Incidence|15.5|16.4|15.9|4704|37485070|12.2|12.9|12.5
2005|Black|Male and Female|Kidney and Renal Pelvis|Mortality|3.8|4.3|4.0|1155|39280731|2.8|3.1|2.9
2006|Black|Male and Female|Kidney and Renal Pelvis|Incidence|15.2|16.2|15.7|4773|38022899|12.2|12.9|12.6
2006|Black|Male and Female|Kidney and Renal Pelvis|Mortality|3.7|4.1|3.9|1138|39857107|2.7|3.0|2.9
2006-2010|Black|Male and Female|Kidney and Renal Pelvis|Incidence|16.6|17.0|16.8|26678|193411444|13.6|14.0|13.8
2006-2010|Black|Male and Female|Kidney and Renal Pelvis|Mortality|3.8|4.0|3.9|6016|205188960|2.9|3.0|2.9
2007|Black|Male and Female|Kidney and Renal Pelvis|Incidence|16.6|17.5|17.0|5533|40168672|13.4|14.1|13.8
2007|Black|Male and Female|Kidney and Renal Pelvis|Mortality|3.9|4.3|4.1|1222|40451108|2.9|3.2|3.0
2008|Black|Male and Female|Kidney and Renal Pelvis|Incidence|16.9|17.8|17.3|5822|40754415|13.9|14.7|14.3
2008|Black|Male and Female|Kidney and Renal Pelvis|Mortality|3.6|4.1|3.9|1203|41048959|2.8|3.1|2.9
2009|Black|Male and Female|Kidney and Renal Pelvis|Incidence|16.7|17.6|17.2|5976|41327700|14.1|14.8|14.5
2009|Black|Male and Female|Kidney and Renal Pelvis|Mortality|3.7|4.2|3.9|1268|41632450|2.9|3.2|3.0
2010|Black|Male and Female|Kidney and Renal Pelvis|Incidence|16.0|16.9|16.5|5802|41418775|13.6|14.4|14.0
2010|Black|Male and Female|Kidney and Renal Pelvis|Mortality|3.4|3.9|3.6|1185|42199336|2.7|3.0|2.8
1999|Black|Male and Female|Larynx|Incidence|6.4|7.2|6.8|1423|29095797|4.6|5.2|4.9
1999|Black|Male and Female|Larynx|Mortality|2.4|2.8|2.6|663|36173121|1.7|2.0|1.8
2000|Black|Male and Female|Larynx|Incidence|6.2|6.9|6.5|1462|30870633|4.5|5.0|4.7
2000|Black|Male and Female|Larynx|Mortality|2.6|3.0|2.8|719|36728709|1.8|2.1|2.0
2001|Black|Male and Female|Larynx|Incidence|5.8|6.5|6.2|1511|33209571|4.3|4.8|4.5
2001|Black|Male and Female|Larynx|Mortality|2.4|2.8|2.5|678|37249775|1.7|2.0|1.8
2002|Black|Male and Female|Larynx|Incidence|5.7|6.4|6.0|1516|33240128|4.3|4.8|4.6
2002|Black|Male and Female|Larynx|Mortality|2.3|2.7|2.5|674|37748424|1.7|1.9|1.8
2003|Black|Male and Female|Larynx|Incidence|5.7|6.3|6.0|1648|35488969|4.4|4.9|4.6
2003|Black|Male and Female|Larynx|Mortality|2.3|2.7|2.5|693|38209741|1.7|2.0|1.8
