AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0.2|0.4|0.3|21|VIII(e) Unspecified malignant bone tumors|81315506|0-19|All Races|Male and Female|2007|0.2|0.4|0.3
10.3|11.7|11.0|925|X Germ cell, trophoblastic tumors & neoplasms of gonads|81315506|0-19|All Races|Male and Female|2007|10.7|12.1|11.4
1.3|1.9|1.6|131|X(a) Intracranial & intraspinal germ cell tumors|81315506|0-19|All Races|Male and Female|2007|1.3|1.9|1.6
1.1|1.7|1.4|116|X(b) Malignant extracranial & extragonadal germ cell tumors|81315506|0-19|All Races|Male and Female|2007|1.2|1.7|1.4
6.8|8.0|7.4|626|X(c) Malignant gonadal germ cell tumors|81315506|0-19|All Races|Male and Female|2007|7.1|8.3|7.7
0.2|0.5|0.3|29|X(d) Gonadal carcinomas|81315506|0-19|All Races|Male and Female|2007|0.2|0.5|0.4
0.2|0.4|0.3|23|X(e) Other and unspecified malignant gonadal tumors|81315506|0-19|All Races|Male and Female|2007|0.2|0.4|0.3
16.5|18.3|17.3|1465|XI Other malignant epithelial neoplasms and malignant melanomas|81315506|0-19|All Races|Male and Female|2007|17.1|19.0|18.0
~|~|~|~|XI(a) Adrenocortical carcinomas|81315506|0-19|All Races|Male and Female|2007|~|~|~
6.5|7.7|7.1|599|XI(b) Thyroid carcinomas|81315506|0-19|All Races|Male and Female|2007|6.8|8.0|7.4
0.5|0.8|0.6|51|XI(c) Nasopharyngeal carcinomas|81315506|0-19|All Races|Male and Female|2007|0.5|0.8|0.6
4.9|5.9|5.4|454|XI(d) Malignant melanomas|81315506|0-19|All Races|Male and Female|2007|5.1|6.1|5.6
~|~|~|~|XI(e) Skin carcinomas|81315506|0-19|All Races|Male and Female|2007|~|~|~
3.6|4.4|4.0|337|XI(f) Other and unspecified carcinomas|81315506|0-19|All Races|Male and Female|2007|3.7|4.6|4.1
0.6|1.0|0.8|66|XII Other and unspecified malignant neoplasms|81315506|0-19|All Races|Male and Female|2007|0.6|1.0|0.8
0.2|0.5|0.4|29|XII(a) Other specified malignant tumors|81315506|0-19|All Races|Male and Female|2007|0.2|0.5|0.4
0.3|0.6|0.4|37|XII(b) Other unspecified malignant tumors|81315506|0-19|All Races|Male and Female|2007|0.3|0.6|0.5
173.1|178.8|175.9|14511|All ICCC Groups Combined|81683260|0-19|All Races|Male and Female|2008|174.8|180.6|177.6
46.7|49.7|48.2|3933|I Leukemias, myeloproliferative & myelodysplastic diseases|81683260|0-19|All Races|Male and Female|2008|46.7|49.7|48.1
33.5|36.1|34.8|2824|I(a) Lymphoid leukemias|81683260|0-19|All Races|Male and Female|2008|33.3|35.9|34.6
7.7|8.9|8.3|682|I(b) Acute myeloid leukemias|81683260|0-19|All Races|Male and Female|2008|7.7|9.0|8.3
2.2|2.9|2.5|211|I(c) Chronic myeloproliferative diseases|81683260|0-19|All Races|Male and Female|2008|2.2|3.0|2.6
1.3|1.8|1.5|127|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|81683260|0-19|All Races|Male and Female|2008|1.3|1.8|1.6
0.9|1.3|1.1|89|I(e) Unspecified and other specified leukemias|81683260|0-19|All Races|Male and Female|2008|0.9|1.3|1.1
24.2|26.4|25.3|2103|II Lymphomas and reticuloendothelial neoplasms|81683260|0-19|All Races|Male and Female|2008|24.7|26.9|25.7
12.1|13.6|12.9|1081|II(a) Hodgkin lymphomas|81683260|0-19|All Races|Male and Female|2008|12.5|14.0|13.2
8.1|9.4|8.7|720|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|81683260|0-19|All Races|Male and Female|2008|8.2|9.5|8.8
2.2|2.9|2.6|207|II(c) Burkitt lymphoma|81683260|0-19|All Races|Male and Female|2008|2.2|2.9|2.5
0.7|1.1|0.8|69|II(d) Miscellaneous lymphoreticular neoplasms|81683260|0-19|All Races|Male and Female|2008|0.7|1.1|0.8
0.2|0.5|0.3|26|II(e) Unspecified lymphomas|81683260|0-19|All Races|Male and Female|2008|0.2|0.5|0.3
30.1|32.5|31.3|2546|III CNS and misc intracranial and intraspinal neoplasms|81683260|0-19|All Races|Male and Female|2008|30.0|32.4|31.2
2.0|2.7|2.4|193|III(a) Ependymomas and choroid plexus tumor|81683260|0-19|All Races|Male and Female|2008|2.0|2.7|2.4
14.6|16.4|15.5|1260|III(b) Astrocytomas|81683260|0-19|All Races|Male and Female|2008|14.6|16.3|15.4
6.2|7.3|6.7|547|III(c) Intracranial and intraspinal embryonal tumors|81683260|0-19|All Races|Male and Female|2008|6.1|7.3|6.7
5.1|6.1|5.6|453|III(d) Other gliomas|81683260|0-19|All Races|Male and Female|2008|5.0|6.1|5.5
0.5|0.9|0.7|57|III(e) Other specified intracranial & intraspinal neoplasms|81683260|0-19|All Races|Male and Female|2008|0.5|0.9|0.7
0.3|0.6|0.4|36|III(f) Unspecified intracranial and intraspinal neoplasms|81683260|0-19|All Races|Male and Female|2008|0.3|0.6|0.4
7.7|8.9|8.3|681|IV Neuroblastoma and other peripheral nervous cell tumors|81683260|0-19|All Races|Male and Female|2008|7.7|9.0|8.3
7.4|8.6|8.0|657|IV(a) Neuroblastoma and ganglioneuroblastoma|81683260|0-19|All Races|Male and Female|2008|7.4|8.7|8.0
0.2|0.4|0.3|24|IV(b) Other peripheral nervous cell tumors|81683260|0-19|All Races|Male and Female|2008|0.2|0.4|0.3
11.5|13.0|12.2|1007|IX Soft tissue and other extraosseous sarcomas|81683260|0-19|All Races|Male and Female|2008|11.6|13.1|12.3
4.6|5.6|5.1|416|IX(a) Rhabdomyosarcomas|81683260|0-19|All Races|Male and Female|2008|4.6|5.6|5.1
0.9|1.3|1.1|90|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|81683260|0-19|All Races|Male and Female|2008|0.9|1.4|1.1
~|~|~|~|IX(c) Kaposi sarcoma|81683260|0-19|All Races|Male and Female|2008|~|~|~
4.1|5.0|4.5|375|IX(d) Other specified soft tissue sarcomas|81683260|0-19|All Races|Male and Female|2008|4.1|5.1|4.6
1.3|1.8|1.5|125|IX(e) Unspecified soft tissue sarcomas|81683260|0-19|All Races|Male and Female|2008|1.3|1.8|1.5
0.2|0.4|0.3|22|Not classified by ICCC|81683260|0-19|All Races|Male and Female|2008|0.2|0.4|0.3
2.6|3.4|3.0|249|V Retinoblastoma|81683260|0-19|All Races|Male and Female|2008|2.7|3.5|3.0
6.6|7.7|7.1|583|VI Renal tumors|81683260|0-19|All Races|Male and Female|2008|6.6|7.7|7.1
5.8|6.9|6.3|516|VI(a) Nephroblastoma and other nonepithelial renal tumors|81683260|0-19|All Races|Male and Female|2008|5.8|6.9|6.3
0.6|1.0|0.8|64|VI(b) Renal carcinomas|81683260|0-19|All Races|Male and Female|2008|0.6|1.0|0.8
~|~|~|~|VI(c) Unspecified malignant renal tumors|81683260|0-19|All Races|Male and Female|2008|~|~|~
1.9|2.6|2.3|187|VII Hepatic tumors|81683260|0-19|All Races|Male and Female|2008|2.0|2.6|2.3
1.4|2.0|1.7|140|VII(a) Hepatoblastoma|81683260|0-19|All Races|Male and Female|2008|1.4|2.0|1.7
0.4|0.7|0.6|46|VII(b) Hepatic carcinomas|81683260|0-19|All Races|Male and Female|2008|0.4|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|81683260|0-19|All Races|Male and Female|2008|~|~|~
8.1|9.4|8.7|718|VIII Malignant bone tumors|81683260|0-19|All Races|Male and Female|2008|8.2|9.5|8.8
4.5|5.5|5.0|412|VIII(a) Osteosarcomas|81683260|0-19|All Races|Male and Female|2008|4.6|5.6|5.0
0.3|0.5|0.4|32|VIII(b) Chondrosarcomas|81683260|0-19|All Races|Male and Female|2008|0.3|0.6|0.4
2.4|3.1|2.7|224|VIII(c) Ewing tumor and related sarcomas of bone|81683260|0-19|All Races|Male and Female|2008|2.4|3.1|2.7
0.2|0.5|0.3|29|VIII(d) Other specified malignant bone tumors|81683260|0-19|All Races|Male and Female|2008|0.2|0.5|0.4
0.2|0.4|0.3|21|VIII(e) Unspecified malignant bone tumors|81683260|0-19|All Races|Male and Female|2008|0.2|0.4|0.3
10.2|11.6|10.9|919|X Germ cell, trophoblastic tumors & neoplasms of gonads|81683260|0-19|All Races|Male and Female|2008|10.5|12.0|11.3
1.4|2.0|1.7|142|X(a) Intracranial & intraspinal germ cell tumors|81683260|0-19|All Races|Male and Female|2008|1.5|2.0|1.7
1.2|1.7|1.4|121|X(b) Malignant extracranial & extragonadal germ cell tumors|81683260|0-19|All Races|Male and Female|2008|1.2|1.8|1.5
6.7|7.8|7.2|616|X(c) Malignant gonadal germ cell tumors|81683260|0-19|All Races|Male and Female|2008|7.0|8.2|7.5
0.2|0.5|0.3|28|X(d) Gonadal carcinomas|81683260|0-19|All Races|Male and Female|2008|0.2|0.5|0.3
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|81683260|0-19|All Races|Male and Female|2008|~|~|~
16.9|18.7|17.7|1504|XI Other malignant epithelial neoplasms and malignant melanomas|81683260|0-19|All Races|Male and Female|2008|17.5|19.4|18.4
0.1|0.3|0.2|18|XI(a) Adrenocortical carcinomas|81683260|0-19|All Races|Male and Female|2008|0.1|0.3|0.2
7.2|8.4|7.8|663|XI(b) Thyroid carcinomas|81683260|0-19|All Races|Male and Female|2008|7.5|8.8|8.1
0.4|0.7|0.5|46|XI(c) Nasopharyngeal carcinomas|81683260|0-19|All Races|Male and Female|2008|0.4|0.8|0.6
4.4|5.3|4.8|407|XI(d) Malignant melanomas|81683260|0-19|All Races|Male and Female|2008|4.5|5.5|5.0
~|~|~|~|XI(e) Skin carcinomas|81683260|0-19|All Races|Male and Female|2008|~|~|~
3.9|4.8|4.3|366|XI(f) Other and unspecified carcinomas|81683260|0-19|All Races|Male and Female|2008|4.0|5.0|4.5
0.5|0.9|0.7|59|XII Other and unspecified malignant neoplasms|81683260|0-19|All Races|Male and Female|2008|0.5|0.9|0.7
0.2|0.5|0.4|29|XII(a) Other specified malignant tumors|81683260|0-19|All Races|Male and Female|2008|0.2|0.5|0.4
0.2|0.5|0.4|30|XII(b) Other unspecified malignant tumors|81683260|0-19|All Races|Male and Female|2008|0.2|0.5|0.4
170.9|176.6|173.7|14339|All ICCC Groups Combined|81846618|0-19|All Races|Male and Female|2009|172.3|178.1|175.2
45.0|48.0|46.5|3807|I Leukemias, myeloproliferative & myelodysplastic diseases|81846618|0-19|All Races|Male and Female|2009|45.0|48.0|46.5
32.9|35.5|34.2|2789|I(a) Lymphoid leukemias|81846618|0-19|All Races|Male and Female|2009|32.8|35.4|34.1
7.1|8.3|7.6|631|I(b) Acute myeloid leukemias|81846618|0-19|All Races|Male and Female|2009|7.1|8.3|7.7
1.9|2.5|2.2|182|I(c) Chronic myeloproliferative diseases|81846618|0-19|All Races|Male and Female|2009|1.9|2.6|2.2
1.2|1.7|1.4|116|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|81846618|0-19|All Races|Male and Female|2009|1.2|1.7|1.4
0.9|1.3|1.1|89|I(e) Unspecified and other specified leukemias|81846618|0-19|All Races|Male and Female|2009|0.9|1.3|1.1
23.7|25.8|24.8|2063|II Lymphomas and reticuloendothelial neoplasms|81846618|0-19|All Races|Male and Female|2009|24.1|26.3|25.2
11.6|13.1|12.3|1041|II(a) Hodgkin lymphomas|81846618|0-19|All Races|Male and Female|2009|12.0|13.5|12.7
8.1|9.4|8.7|722|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|81846618|0-19|All Races|Male and Female|2009|8.2|9.5|8.8
1.9|2.5|2.2|178|II(c) Burkitt lymphoma|81846618|0-19|All Races|Male and Female|2009|1.9|2.5|2.2
0.9|1.4|1.1|94|II(d) Miscellaneous lymphoreticular neoplasms|81846618|0-19|All Races|Male and Female|2009|0.9|1.4|1.1
0.2|0.5|0.3|28|II(e) Unspecified lymphomas|81846618|0-19|All Races|Male and Female|2009|0.2|0.5|0.3
29.7|32.1|30.9|2516|III CNS and misc intracranial and intraspinal neoplasms|81846618|0-19|All Races|Male and Female|2009|29.6|32.0|30.7
2.1|2.7|2.4|197|III(a) Ependymomas and choroid plexus tumor|81846618|0-19|All Races|Male and Female|2009|2.1|2.8|2.4
14.5|16.2|15.4|1252|III(b) Astrocytomas|81846618|0-19|All Races|Male and Female|2009|14.5|16.2|15.3
5.7|6.8|6.3|509|III(c) Intracranial and intraspinal embryonal tumors|81846618|0-19|All Races|Male and Female|2009|5.7|6.8|6.2
5.3|6.3|5.8|469|III(d) Other gliomas|81846618|0-19|All Races|Male and Female|2009|5.2|6.3|5.7
0.4|0.8|0.6|47|III(e) Other specified intracranial & intraspinal neoplasms|81846618|0-19|All Races|Male and Female|2009|0.4|0.8|0.6
0.4|0.7|0.5|42|III(f) Unspecified intracranial and intraspinal neoplasms|81846618|0-19|All Races|Male and Female|2009|0.4|0.7|0.5
7.5|8.8|8.1|665|IV Neuroblastoma and other peripheral nervous cell tumors|81846618|0-19|All Races|Male and Female|2009|7.5|8.8|8.1
7.3|8.5|7.9|647|IV(a) Neuroblastoma and ganglioneuroblastoma|81846618|0-19|All Races|Male and Female|2009|7.3|8.5|7.9
0.1|0.3|0.2|18|IV(b) Other peripheral nervous cell tumors|81846618|0-19|All Races|Male and Female|2009|0.1|0.3|0.2
11.1|12.6|11.8|974|IX Soft tissue and other extraosseous sarcomas|81846618|0-19|All Races|Male and Female|2009|11.2|12.7|11.9
3.7|4.6|4.1|338|IX(a) Rhabdomyosarcomas|81846618|0-19|All Races|Male and Female|2009|3.7|4.6|4.1
1.2|1.8|1.5|122|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|81846618|0-19|All Races|Male and Female|2009|1.2|1.8|1.5
~|~|~|~|IX(c) Kaposi sarcoma|81846618|0-19|All Races|Male and Female|2009|~|~|~
4.3|5.3|4.8|395|IX(d) Other specified soft tissue sarcomas|81846618|0-19|All Races|Male and Female|2009|4.4|5.3|4.8
1.1|1.6|1.4|112|IX(e) Unspecified soft tissue sarcomas|81846618|0-19|All Races|Male and Female|2009|1.1|1.6|1.4
0.3|0.5|0.4|31|Not classified by ICCC|81846618|0-19|All Races|Male and Female|2009|0.3|0.5|0.4
2.8|3.6|3.2|262|V Retinoblastoma|81846618|0-19|All Races|Male and Female|2009|2.8|3.6|3.2
6.7|7.9|7.3|594|VI Renal tumors|81846618|0-19|All Races|Male and Female|2009|6.7|7.9|7.3
5.9|7.0|6.5|528|VI(a) Nephroblastoma and other nonepithelial renal tumors|81846618|0-19|All Races|Male and Female|2009|5.9|7.0|6.5
0.6|1.0|0.8|64|VI(b) Renal carcinomas|81846618|0-19|All Races|Male and Female|2009|0.6|1.0|0.8
~|~|~|~|VI(c) Unspecified malignant renal tumors|81846618|0-19|All Races|Male and Female|2009|~|~|~
1.7|2.3|2.0|165|VII Hepatic tumors|81846618|0-19|All Races|Male and Female|2009|1.7|2.3|2.0
1.1|1.7|1.4|113|VII(a) Hepatoblastoma|81846618|0-19|All Races|Male and Female|2009|1.1|1.7|1.4
0.4|0.8|0.6|50|VII(b) Hepatic carcinomas|81846618|0-19|All Races|Male and Female|2009|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|81846618|0-19|All Races|Male and Female|2009|~|~|~
8.1|9.4|8.7|720|VIII Malignant bone tumors|81846618|0-19|All Races|Male and Female|2009|8.2|9.5|8.8
4.5|5.4|4.9|407|VIII(a) Osteosarcomas|81846618|0-19|All Races|Male and Female|2009|4.5|5.5|5.0
0.2|0.4|0.3|24|VIII(b) Chondrosarcomas|81846618|0-19|All Races|Male and Female|2009|0.2|0.4|0.3
2.5|3.2|2.8|234|VIII(c) Ewing tumor and related sarcomas of bone|81846618|0-19|All Races|Male and Female|2009|2.5|3.2|2.9
0.3|0.6|0.5|38|VIII(d) Other specified malignant bone tumors|81846618|0-19|All Races|Male and Female|2009|0.3|0.6|0.5
0.1|0.3|0.2|17|VIII(e) Unspecified malignant bone tumors|81846618|0-19|All Races|Male and Female|2009|0.1|0.3|0.2
10.6|12.1|11.3|959|X Germ cell, trophoblastic tumors & neoplasms of gonads|81846618|0-19|All Races|Male and Female|2009|11.0|12.5|11.7
1.4|1.9|1.6|134|X(a) Intracranial & intraspinal germ cell tumors|81846618|0-19|All Races|Male and Female|2009|1.4|1.9|1.6
1.1|1.6|1.3|111|X(b) Malignant extracranial & extragonadal germ cell tumors|81846618|0-19|All Races|Male and Female|2009|1.1|1.6|1.4
6.9|8.1|7.5|638|X(c) Malignant gonadal germ cell tumors|81846618|0-19|All Races|Male and Female|2009|7.2|8.4|7.8
0.4|0.8|0.6|49|X(d) Gonadal carcinomas|81846618|0-19|All Races|Male and Female|2009|0.4|0.8|0.6
0.2|0.5|0.3|27|X(e) Other and unspecified malignant gonadal tumors|81846618|0-19|All Races|Male and Female|2009|0.2|0.5|0.3
16.9|18.7|17.8|1507|XI Other malignant epithelial neoplasms and malignant melanomas|81846618|0-19|All Races|Male and Female|2009|17.5|19.4|18.4
0.2|0.4|0.3|22|XI(a) Adrenocortical carcinomas|81846618|0-19|All Races|Male and Female|2009|0.2|0.4|0.3
7.5|8.7|8.1|688|XI(b) Thyroid carcinomas|81846618|0-19|All Races|Male and Female|2009|7.8|9.1|8.4
0.5|0.9|0.7|56|XI(c) Nasopharyngeal carcinomas|81846618|0-19|All Races|Male and Female|2009|0.5|0.9|0.7
3.9|4.8|4.3|365|XI(d) Malignant melanomas|81846618|0-19|All Races|Male and Female|2009|4.0|4.9|4.5
~|~|~|~|XI(e) Skin carcinomas|81846618|0-19|All Races|Male and Female|2009|~|~|~
3.9|4.8|4.4|368|XI(f) Other and unspecified carcinomas|81846618|0-19|All Races|Male and Female|2009|4.0|5.0|4.5
0.7|1.1|0.9|76|XII Other and unspecified malignant neoplasms|81846618|0-19|All Races|Male and Female|2009|0.7|1.2|0.9
0.2|0.5|0.4|30|XII(a) Other specified malignant tumors|81846618|0-19|All Races|Male and Female|2009|0.2|0.5|0.4
0.4|0.7|0.6|46|XII(b) Other unspecified malignant tumors|81846618|0-19|All Races|Male and Female|2009|0.4|0.7|0.6
172.3|178.1|175.2|14276|All ICCC Groups Combined|80961146|0-19|All Races|Male and Female|2010|173.5|179.2|176.3
46.3|49.3|47.8|3870|I Leukemias, myeloproliferative & myelodysplastic diseases|80961146|0-19|All Races|Male and Female|2010|46.3|49.3|47.8
32.6|35.2|33.9|2737|I(a) Lymphoid leukemias|80961146|0-19|All Races|Male and Female|2010|32.6|35.1|33.8
7.3|8.6|7.9|646|I(b) Acute myeloid leukemias|80961146|0-19|All Races|Male and Female|2010|7.4|8.6|8.0
2.2|2.9|2.6|210|I(c) Chronic myeloproliferative diseases|80961146|0-19|All Races|Male and Female|2010|2.3|3.0|2.6
1.5|2.1|1.8|146|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|80961146|0-19|All Races|Male and Female|2010|1.5|2.1|1.8
1.3|1.9|1.6|131|I(e) Unspecified and other specified leukemias|80961146|0-19|All Races|Male and Female|2010|1.4|1.9|1.6
25.5|27.8|26.6|2184|II Lymphomas and reticuloendothelial neoplasms|80961146|0-19|All Races|Male and Female|2010|25.9|28.1|27.0
11.1|12.6|11.8|983|II(a) Hodgkin lymphomas|80961146|0-19|All Races|Male and Female|2010|11.4|12.9|12.1
7.9|9.2|8.5|694|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|80961146|0-19|All Races|Male and Female|2010|7.9|9.2|8.6
2.1|2.8|2.4|193|II(c) Burkitt lymphoma|80961146|0-19|All Races|Male and Female|2010|2.1|2.7|2.4
3.1|4.0|3.5|286|II(d) Miscellaneous lymphoreticular neoplasms|80961146|0-19|All Races|Male and Female|2010|3.1|4.0|3.5
0.2|0.5|0.3|28|II(e) Unspecified lymphomas|80961146|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
29.1|31.5|30.3|2441|III CNS and misc intracranial and intraspinal neoplasms|80961146|0-19|All Races|Male and Female|2010|29.0|31.4|30.2
2.3|3.1|2.7|218|III(a) Ependymomas and choroid plexus tumor|80961146|0-19|All Races|Male and Female|2010|2.3|3.1|2.7
14.6|16.4|15.5|1249|III(b) Astrocytomas|80961146|0-19|All Races|Male and Female|2010|14.6|16.3|15.4
5.5|6.6|6.1|487|III(c) Intracranial and intraspinal embryonal tumors|80961146|0-19|All Races|Male and Female|2010|5.5|6.6|6.0
4.6|5.6|5.1|410|III(d) Other gliomas|80961146|0-19|All Races|Male and Female|2010|4.6|5.6|5.1
0.5|0.8|0.6|49|III(e) Other specified intracranial & intraspinal neoplasms|80961146|0-19|All Races|Male and Female|2010|0.4|0.8|0.6
0.2|0.5|0.3|28|III(f) Unspecified intracranial and intraspinal neoplasms|80961146|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
7.6|8.9|8.2|666|IV Neuroblastoma and other peripheral nervous cell tumors|80961146|0-19|All Races|Male and Female|2010|7.6|8.9|8.2
7.4|8.7|8.0|650|IV(a) Neuroblastoma and ganglioneuroblastoma|80961146|0-19|All Races|Male and Female|2010|7.4|8.7|8.0
0.1|0.3|0.2|16|IV(b) Other peripheral nervous cell tumors|80961146|0-19|All Races|Male and Female|2010|0.1|0.3|0.2
11.5|13.1|12.3|999|IX Soft tissue and other extraosseous sarcomas|80961146|0-19|All Races|Male and Female|2010|11.6|13.1|12.3
4.6|5.6|5.1|413|IX(a) Rhabdomyosarcomas|80961146|0-19|All Races|Male and Female|2010|4.6|5.6|5.1
0.7|1.1|0.9|73|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|80961146|0-19|All Races|Male and Female|2010|0.7|1.1|0.9
~|~|~|~|IX(c) Kaposi sarcoma|80961146|0-19|All Races|Male and Female|2010|~|~|~
4.1|5.1|4.6|373|IX(d) Other specified soft tissue sarcomas|80961146|0-19|All Races|Male and Female|2010|4.2|5.1|4.6
1.4|2.0|1.7|137|IX(e) Unspecified soft tissue sarcomas|80961146|0-19|All Races|Male and Female|2010|1.4|2.0|1.7
0.1|0.3|0.2|17|Not classified by ICCC|80961146|0-19|All Races|Male and Female|2010|0.1|0.3|0.2
2.8|3.6|3.2|261|V Retinoblastoma|80961146|0-19|All Races|Male and Female|2010|2.8|3.6|3.2
6.0|7.2|6.6|534|VI Renal tumors|80961146|0-19|All Races|Male and Female|2010|6.0|7.2|6.6
5.6|6.7|6.1|493|VI(a) Nephroblastoma and other nonepithelial renal tumors|80961146|0-19|All Races|Male and Female|2010|5.6|6.7|6.1
0.3|0.6|0.5|38|VI(b) Renal carcinomas|80961146|0-19|All Races|Male and Female|2010|0.3|0.6|0.5
~|~|~|~|VI(c) Unspecified malignant renal tumors|80961146|0-19|All Races|Male and Female|2010|~|~|~
2.2|2.9|2.6|209|VII Hepatic tumors|80961146|0-19|All Races|Male and Female|2010|2.2|3.0|2.6
1.6|2.2|1.9|153|VII(a) Hepatoblastoma|80961146|0-19|All Races|Male and Female|2010|1.6|2.2|1.9
0.5|0.9|0.7|55|VII(b) Hepatic carcinomas|80961146|0-19|All Races|Male and Female|2010|0.5|0.9|0.7
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|80961146|0-19|All Races|Male and Female|2010|~|~|~
7.5|8.7|8.1|660|VIII Malignant bone tumors|80961146|0-19|All Races|Male and Female|2010|7.5|8.8|8.2
4.3|5.2|4.7|385|VIII(a) Osteosarcomas|80961146|0-19|All Races|Male and Female|2010|4.3|5.3|4.8
0.2|0.5|0.3|27|VIII(b) Chondrosarcomas|80961146|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
2.1|2.8|2.5|201|VIII(c) Ewing tumor and related sarcomas of bone|80961146|0-19|All Races|Male and Female|2010|2.2|2.9|2.5
0.3|0.6|0.4|33|VIII(d) Other specified malignant bone tumors|80961146|0-19|All Races|Male and Female|2010|0.3|0.6|0.4
~|~|~|~|VIII(e) Unspecified malignant bone tumors|80961146|0-19|All Races|Male and Female|2010|~|~|~
10.4|11.8|11.1|920|X Germ cell, trophoblastic tumors & neoplasms of gonads|80961146|0-19|All Races|Male and Female|2010|10.6|12.1|11.4
1.6|2.2|1.9|152|X(a) Intracranial & intraspinal germ cell tumors|80961146|0-19|All Races|Male and Female|2010|1.6|2.2|1.9
1.1|1.6|1.3|106|X(b) Malignant extracranial & extragonadal germ cell tumors|80961146|0-19|All Races|Male and Female|2010|1.1|1.6|1.3
6.5|7.6|7.0|588|X(c) Malignant gonadal germ cell tumors|80961146|0-19|All Races|Male and Female|2010|6.7|7.9|7.3
0.4|0.7|0.5|44|X(d) Gonadal carcinomas|80961146|0-19|All Races|Male and Female|2010|0.4|0.7|0.5
0.2|0.5|0.4|30|X(e) Other and unspecified malignant gonadal tumors|80961146|0-19|All Races|Male and Female|2010|0.3|0.5|0.4
16.6|18.4|17.5|1458|XI Other malignant epithelial neoplasms and malignant melanomas|80961146|0-19|All Races|Male and Female|2010|17.1|19.0|18.0
0.1|0.4|0.2|19|XI(a) Adrenocortical carcinomas|80961146|0-19|All Races|Male and Female|2010|0.1|0.4|0.2
7.8|9.0|8.4|700|XI(b) Thyroid carcinomas|80961146|0-19|All Races|Male and Female|2010|8.0|9.3|8.6
0.4|0.8|0.6|48|XI(c) Nasopharyngeal carcinomas|80961146|0-19|All Races|Male and Female|2010|0.4|0.8|0.6
3.5|4.4|3.9|324|XI(d) Malignant melanomas|80961146|0-19|All Races|Male and Female|2010|3.6|4.5|4.0
~|~|~|~|XI(e) Skin carcinomas|80961146|0-19|All Races|Male and Female|2010|~|~|~
3.9|4.8|4.3|360|XI(f) Other and unspecified carcinomas|80961146|0-19|All Races|Male and Female|2010|4.0|4.9|4.4
0.5|0.9|0.7|57|XII Other and unspecified malignant neoplasms|80961146|0-19|All Races|Male and Female|2010|0.5|0.9|0.7
0.2|0.5|0.4|30|XII(a) Other specified malignant tumors|80961146|0-19|All Races|Male and Female|2010|0.3|0.5|0.4
0.2|0.5|0.3|27|XII(b) Other unspecified malignant tumors|80961146|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
