AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
1-4|90.7|95.0|92.8|7079|I Leukemias, myeloproliferative & myelodysplastic diseases|76274588|2006-2010
10-14|31.2|33.4|32.3|3185|I Leukemias, myeloproliferative & myelodysplastic diseases|98608227|2006-2010
15-19|31.2|33.4|32.3|3382|I Leukemias, myeloproliferative & myelodysplastic diseases|104612854|2006-2010
5-9|40.8|43.4|42.1|3975|I Leukemias, myeloproliferative & myelodysplastic diseases|94516896|2006-2010
<1|50.0|56.6|53.2|1023|I Leukemias, myeloproliferative & myelodysplastic diseases|19216438|2006-2010
1-4|75.5|79.4|77.4|5906|I(a) Lymphoid leukemias|76274588|2006-2010
10-14|20.3|22.2|21.2|2094|I(a) Lymphoid leukemias|98608227|2006-2010
15-19|15.7|17.3|16.5|1722|I(a) Lymphoid leukemias|104612854|2006-2010
5-9|33.5|35.9|34.7|3279|I(a) Lymphoid leukemias|94516896|2006-2010
<1|17.9|21.9|19.8|381|I(a) Lymphoid leukemias|19216438|2006-2010
1-4|9.4|10.9|10.1|774|I(b) Acute myeloid leukemias|76274588|2006-2010
10-14|6.5|7.6|7.0|695|I(b) Acute myeloid leukemias|98608227|2006-2010
15-19|8.5|9.7|9.1|952|I(b) Acute myeloid leukemias|104612854|2006-2010
5-9|4.0|4.9|4.4|418|I(b) Acute myeloid leukemias|94516896|2006-2010
<1|15.6|19.4|17.4|335|I(b) Acute myeloid leukemias|19216438|2006-2010
1-4|1.1|1.6|1.4|103|I(c) Chronic myeloproliferative diseases|76274588|2006-2010
10-14|1.8|2.4|2.0|202|I(c) Chronic myeloproliferative diseases|98608227|2006-2010
15-19|3.8|4.6|4.2|443|I(c) Chronic myeloproliferative diseases|104612854|2006-2010
5-9|0.9|1.3|1.0|99|I(c) Chronic myeloproliferative diseases|94516896|2006-2010
<1|5.0|7.3|6.1|117|I(c) Chronic myeloproliferative diseases|19216438|2006-2010
1-4|1.9|2.5|2.2|166|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|76274588|2006-2010
10-14|0.9|1.3|1.1|104|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|98608227|2006-2010
15-19|1.1|1.6|1.3|138|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|104612854|2006-2010
5-9|0.8|1.2|1.0|92|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|94516896|2006-2010
<1|5.2|7.5|6.3|121|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|19216438|2006-2010
1-4|1.4|2.0|1.7|130|I(e) Unspecified and other specified leukemias|76274588|2006-2010
10-14|0.7|1.1|0.9|90|I(e) Unspecified and other specified leukemias|98608227|2006-2010
15-19|1.0|1.4|1.2|127|I(e) Unspecified and other specified leukemias|104612854|2006-2010
5-9|0.7|1.1|0.9|87|I(e) Unspecified and other specified leukemias|94516896|2006-2010
<1|2.8|4.5|3.6|69|I(e) Unspecified and other specified leukemias|19216438|2006-2010
1-4|9.9|11.4|10.6|809|II Lymphomas and reticuloendothelial neoplasms|76274588|2006-2010
10-14|24.0|25.9|24.9|2459|II Lymphomas and reticuloendothelial neoplasms|98608227|2006-2010
15-19|48.1|50.8|49.5|5174|II Lymphomas and reticuloendothelial neoplasms|104612854|2006-2010
5-9|14.7|16.3|15.5|1468|II Lymphomas and reticuloendothelial neoplasms|94516896|2006-2010
<1|10.6|13.8|12.1|233|II Lymphomas and reticuloendothelial neoplasms|19216438|2006-2010
1-4|0.8|1.2|1.0|74|II(a) Hodgkin lymphomas|76274588|2006-2010
10-14|11.4|12.8|12.1|1192|II(a) Hodgkin lymphomas|98608227|2006-2010
15-19|30.8|33.0|31.9|3332|II(a) Hodgkin lymphomas|104612854|2006-2010
5-9|3.7|4.5|4.1|389|II(a) Hodgkin lymphomas|94516896|2006-2010
<1|~|~|~|~|II(a) Hodgkin lymphomas|19216438|2006-2010
1-4|3.9|4.9|4.4|335|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|76274588|2006-2010
10-14|8.5|9.7|9.1|894|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|98608227|2006-2010
15-19|13.4|14.9|14.2|1481|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|104612854|2006-2010
5-9|6.4|7.5|6.9|654|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|94516896|2006-2010
<1|3.6|5.5|4.5|86|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|19216438|2006-2010
1-4|1.7|2.4|2.1|157|II(c) Burkitt lymphoma|76274588|2006-2010
10-14|2.5|3.2|2.8|278|II(c) Burkitt lymphoma|98608227|2006-2010
15-19|1.9|2.5|2.2|232|II(c) Burkitt lymphoma|104612854|2006-2010
5-9|2.8|3.5|3.1|296|II(c) Burkitt lymphoma|94516896|2006-2010
<1|~|~|~|~|II(c) Burkitt lymphoma|19216438|2006-2010
1-4|2.7|3.5|3.1|233|II(d) Miscellaneous lymphoreticular neoplasms|76274588|2006-2010
10-14|0.6|0.9|0.7|72|II(d) Miscellaneous lymphoreticular neoplasms|98608227|2006-2010
15-19|0.4|0.7|0.5|52|II(d) Miscellaneous lymphoreticular neoplasms|104612854|2006-2010
5-9|0.9|1.3|1.1|105|II(d) Miscellaneous lymphoreticular neoplasms|94516896|2006-2010
<1|6.1|8.6|7.3|140|II(d) Miscellaneous lymphoreticular neoplasms|19216438|2006-2010
1-4|~|~|~|~|II(e) Unspecified lymphomas|76274588|2006-2010
10-14|0.1|0.3|0.2|23|II(e) Unspecified lymphomas|98608227|2006-2010
15-19|0.6|0.9|0.7|77|II(e) Unspecified lymphomas|104612854|2006-2010
5-9|0.2|0.4|0.3|24|II(e) Unspecified lymphomas|94516896|2006-2010
<1|~|~|~|~|II(e) Unspecified lymphomas|19216438|2006-2010
1-4|42.6|45.6|44.1|3362|III CNS and misc intracranial and intraspinal neoplasms|76274588|2006-2010
10-14|25.2|27.2|26.2|2581|III CNS and misc intracranial and intraspinal neoplasms|98608227|2006-2010
15-19|20.5|22.3|21.4|2237|III CNS and misc intracranial and intraspinal neoplasms|104612854|2006-2010
5-9|33.0|35.4|34.2|3232|III CNS and misc intracranial and intraspinal neoplasms|94516896|2006-2010
<1|33.9|39.3|36.5|702|III CNS and misc intracranial and intraspinal neoplasms|19216438|2006-2010
1-4|4.7|5.8|5.2|400|III(a) Ependymomas and choroid plexus tumor|76274588|2006-2010
10-14|1.3|1.8|1.5|151|III(a) Ependymomas and choroid plexus tumor|98608227|2006-2010
15-19|1.5|2.0|1.7|178|III(a) Ependymomas and choroid plexus tumor|104612854|2006-2010
5-9|1.7|2.2|1.9|184|III(a) Ependymomas and choroid plexus tumor|94516896|2006-2010
<1|3.5|5.4|4.4|84|III(a) Ependymomas and choroid plexus tumor|19216438|2006-2010
1-4|19.0|21.0|20.0|1523|III(b) Astrocytomas|76274588|2006-2010
10-14|13.8|15.3|14.5|1434|III(b) Astrocytomas|98608227|2006-2010
15-19|11.5|12.8|12.1|1268|III(b) Astrocytomas|104612854|2006-2010
5-9|15.5|17.2|16.3|1543|III(b) Astrocytomas|94516896|2006-2010
<1|12.2|15.6|13.8|265|III(b) Astrocytomas|19216438|2006-2010
1-4|10.5|12.0|11.2|858|III(c) Intracranial and intraspinal embryonal tumors|76274588|2006-2010
10-14|3.8|4.7|4.2|417|III(c) Intracranial and intraspinal embryonal tumors|98608227|2006-2010
15-19|2.2|2.8|2.5|264|III(c) Intracranial and intraspinal embryonal tumors|104612854|2006-2010
5-9|6.8|8.0|7.4|698|III(c) Intracranial and intraspinal embryonal tumors|94516896|2006-2010
<1|11.5|14.8|13.1|251|III(c) Intracranial and intraspinal embryonal tumors|19216438|2006-2010
1-4|5.8|6.9|6.3|484|III(d) Other gliomas|76274588|2006-2010
10-14|4.5|5.4|4.9|485|III(d) Other gliomas|98608227|2006-2010
15-19|3.7|4.5|4.1|425|III(d) Other gliomas|104612854|2006-2010
5-9|7.0|8.1|7.5|709|III(d) Other gliomas|94516896|2006-2010
<1|2.3|3.9|3.0|58|III(d) Other gliomas|19216438|2006-2010
1-4|0.6|1.0|0.7|57|III(e) Other specified intracranial & intraspinal neoplasms|76274588|2006-2010
10-14|0.4|0.7|0.5|54|III(e) Other specified intracranial & intraspinal neoplasms|98608227|2006-2010
15-19|0.5|0.8|0.6|63|III(e) Other specified intracranial & intraspinal neoplasms|104612854|2006-2010
5-9|0.5|0.8|0.6|59|III(e) Other specified intracranial & intraspinal neoplasms|94516896|2006-2010
<1|0.5|1.4|0.8|16|III(e) Other specified intracranial & intraspinal neoplasms|19216438|2006-2010
1-4|0.4|0.7|0.5|40|III(f) Unspecified intracranial and intraspinal neoplasms|76274588|2006-2010
10-14|0.3|0.6|0.4|40|III(f) Unspecified intracranial and intraspinal neoplasms|98608227|2006-2010
15-19|0.3|0.5|0.4|39|III(f) Unspecified intracranial and intraspinal neoplasms|104612854|2006-2010
5-9|0.3|0.6|0.4|39|III(f) Unspecified intracranial and intraspinal neoplasms|94516896|2006-2010
<1|1.0|2.1|1.5|28|III(f) Unspecified intracranial and intraspinal neoplasms|19216438|2006-2010
1-4|20.0|22.1|21.0|1605|IV Neuroblastoma and other peripheral nervous cell tumors|76274588|2006-2010
10-14|1.0|1.4|1.2|117|IV Neuroblastoma and other peripheral nervous cell tumors|98608227|2006-2010
15-19|0.6|0.9|0.7|76|IV Neuroblastoma and other peripheral nervous cell tumors|104612854|2006-2010
5-9|3.4|4.2|3.7|354|IV Neuroblastoma and other peripheral nervous cell tumors|94516896|2006-2010
<1|54.1|60.9|57.5|1104|IV Neuroblastoma and other peripheral nervous cell tumors|19216438|2006-2010
1-4|19.9|21.9|20.9|1592|IV(a) Neuroblastoma and ganglioneuroblastoma|76274588|2006-2010
10-14|0.8|1.2|0.9|93|IV(a) Neuroblastoma and ganglioneuroblastoma|98608227|2006-2010
15-19|0.3|0.5|0.4|40|IV(a) Neuroblastoma and ganglioneuroblastoma|104612854|2006-2010
5-9|3.3|4.0|3.6|344|IV(a) Neuroblastoma and ganglioneuroblastoma|94516896|2006-2010
<1|54.0|60.8|57.3|1101|IV(a) Neuroblastoma and ganglioneuroblastoma|19216438|2006-2010
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|76274588|2006-2010
10-14|0.2|0.4|0.2|24|IV(b) Other peripheral nervous cell tumors|98608227|2006-2010
15-19|0.2|0.5|0.3|36|IV(b) Other peripheral nervous cell tumors|104612854|2006-2010
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|94516896|2006-2010
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|19216438|2006-2010
1-4|10.2|11.7|11.0|836|IX Soft tissue and other extraosseous sarcomas|76274588|2006-2010
10-14|10.8|12.2|11.5|1133|IX Soft tissue and other extraosseous sarcomas|98608227|2006-2010
15-19|14.9|16.5|15.7|1641|IX Soft tissue and other extraosseous sarcomas|104612854|2006-2010
5-9|8.2|9.4|8.8|831|IX Soft tissue and other extraosseous sarcomas|94516896|2006-2010
<1|16.4|20.2|18.2|350|IX Soft tissue and other extraosseous sarcomas|19216438|2006-2010
1-4|6.8|8.1|7.4|566|IX(a) Rhabdomyosarcomas|76274588|2006-2010
10-14|3.4|4.1|3.7|369|IX(a) Rhabdomyosarcomas|98608227|2006-2010
15-19|3.4|4.1|3.7|390|IX(a) Rhabdomyosarcomas|104612854|2006-2010
5-9|4.3|5.2|4.7|447|IX(a) Rhabdomyosarcomas|94516896|2006-2010
<1|4.8|7.1|5.9|113|IX(a) Rhabdomyosarcomas|19216438|2006-2010
1-4|0.4|0.8|0.6|45|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|76274588|2006-2010
10-14|1.0|1.4|1.2|114|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|98608227|2006-2010
15-19|1.6|2.1|1.8|193|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|104612854|2006-2010
5-9|0.4|0.7|0.6|54|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|94516896|2006-2010
<1|3.7|5.7|4.6|89|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|19216438|2006-2010
1-4|~|~|~|~|IX(c) Kaposi sarcoma|76274588|2006-2010
10-14|~|~|~|~|IX(c) Kaposi sarcoma|98608227|2006-2010
15-19|~|~|~|~|IX(c) Kaposi sarcoma|104612854|2006-2010
5-9|~|~|~|~|IX(c) Kaposi sarcoma|94516896|2006-2010
<1|~|~|~|~|IX(c) Kaposi sarcoma|19216438|2006-2010
1-4|1.8|2.5|2.2|164|IX(d) Other specified soft tissue sarcomas|76274588|2006-2010
10-14|4.8|5.7|5.2|515|IX(d) Other specified soft tissue sarcomas|98608227|2006-2010
15-19|7.3|8.3|7.8|815|IX(d) Other specified soft tissue sarcomas|104612854|2006-2010
5-9|2.3|2.9|2.6|244|IX(d) Other specified soft tissue sarcomas|94516896|2006-2010
<1|4.3|6.4|5.3|102|IX(d) Other specified soft tissue sarcomas|19216438|2006-2010
1-4|0.6|1.0|0.8|61|IX(e) Unspecified soft tissue sarcomas|76274588|2006-2010
10-14|1.1|1.6|1.4|134|IX(e) Unspecified soft tissue sarcomas|98608227|2006-2010
15-19|1.9|2.5|2.2|230|IX(e) Unspecified soft tissue sarcomas|104612854|2006-2010
5-9|0.7|1.1|0.9|85|IX(e) Unspecified soft tissue sarcomas|94516896|2006-2010
<1|1.7|3.1|2.3|45|IX(e) Unspecified soft tissue sarcomas|19216438|2006-2010
1-4|0.2|0.4|0.3|21|Not classified by ICCC|76274588|2006-2010
10-14|0.1|0.3|0.2|19|Not classified by ICCC|98608227|2006-2010
15-19|0.3|0.5|0.4|41|Not classified by ICCC|104612854|2006-2010
5-9|0.1|0.3|0.2|17|Not classified by ICCC|94516896|2006-2010
<1|0.5|1.4|0.8|16|Not classified by ICCC|19216438|2006-2010
1-4|7.5|8.8|8.1|621|V Retinoblastoma|76274588|2006-2010
10-14|~|~|~|~|V Retinoblastoma|98608227|2006-2010
15-19|~|~|~|~|V Retinoblastoma|104612854|2006-2010
5-9|0.4|0.7|0.6|52|V Retinoblastoma|94516896|2006-2010
<1|26.1|31.0|28.5|547|V Retinoblastoma|19216438|2006-2010
1-4|19.3|21.4|20.3|1550|VI Renal tumors|76274588|2006-2010
10-14|1.0|1.4|1.2|118|VI Renal tumors|98608227|2006-2010
15-19|1.6|2.1|1.8|193|VI Renal tumors|104612854|2006-2010
5-9|5.3|6.2|5.7|541|VI Renal tumors|94516896|2006-2010
<1|14.5|18.2|16.3|313|VI Renal tumors|19216438|2006-2010
1-4|19.2|21.2|20.2|1538|VI(a) Nephroblastoma and other nonepithelial renal tumors|76274588|2006-2010
10-14|0.4|0.7|0.5|54|VI(a) Nephroblastoma and other nonepithelial renal tumors|98608227|2006-2010
15-19|0.3|0.5|0.4|39|VI(a) Nephroblastoma and other nonepithelial renal tumors|104612854|2006-2010
5-9|4.8|5.7|5.2|494|VI(a) Nephroblastoma and other nonepithelial renal tumors|94516896|2006-2010
<1|14.1|17.8|15.9|305|VI(a) Nephroblastoma and other nonepithelial renal tumors|19216438|2006-2010
1-4|~|~|~|~|VI(b) Renal carcinomas|76274588|2006-2010
10-14|0.5|0.8|0.6|61|VI(b) Renal carcinomas|98608227|2006-2010
15-19|1.2|1.7|1.4|151|VI(b) Renal carcinomas|104612854|2006-2010
5-9|0.3|0.6|0.5|45|VI(b) Renal carcinomas|94516896|2006-2010
<1|~|~|~|~|VI(b) Renal carcinomas|19216438|2006-2010
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|76274588|2006-2010
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|98608227|2006-2010
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|104612854|2006-2010
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|94516896|2006-2010
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|19216438|2006-2010
1-4|4.8|5.8|5.3|402|VII Hepatic tumors|76274588|2006-2010
10-14|0.6|1.0|0.8|77|VII Hepatic tumors|98608227|2006-2010
15-19|1.2|1.7|1.4|147|VII Hepatic tumors|104612854|2006-2010
5-9|0.5|0.9|0.7|63|VII Hepatic tumors|94516896|2006-2010
<1|10.2|13.3|11.7|224|VII Hepatic tumors|19216438|2006-2010
1-4|4.5|5.6|5.0|383|VII(a) Hepatoblastoma|76274588|2006-2010
10-14|~|~|~|~|VII(a) Hepatoblastoma|98608227|2006-2010
15-19|~|~|~|~|VII(a) Hepatoblastoma|104612854|2006-2010
5-9|0.3|0.5|0.4|37|VII(a) Hepatoblastoma|94516896|2006-2010
<1|9.8|12.8|11.2|216|VII(a) Hepatoblastoma|19216438|2006-2010
1-4|0.1|0.4|0.2|19|VII(b) Hepatic carcinomas|76274588|2006-2010
10-14|0.5|0.8|0.6|61|VII(b) Hepatic carcinomas|98608227|2006-2010
15-19|1.1|1.5|1.3|137|VII(b) Hepatic carcinomas|104612854|2006-2010
5-9|0.2|0.4|0.3|26|VII(b) Hepatic carcinomas|94516896|2006-2010
<1|~|~|~|~|VII(b) Hepatic carcinomas|19216438|2006-2010
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|76274588|2006-2010
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|98608227|2006-2010
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|104612854|2006-2010
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|94516896|2006-2010
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|19216438|2006-2010
1-4|1.3|1.8|1.5|116|VIII Malignant bone tumors|76274588|2006-2010
10-14|12.3|13.8|13.0|1285|VIII Malignant bone tumors|98608227|2006-2010
15-19|13.7|15.1|14.4|1504|VIII Malignant bone tumors|104612854|2006-2010
5-9|5.2|6.2|5.7|538|VIII Malignant bone tumors|94516896|2006-2010
<1|~|~|~|~|VIII Malignant bone tumors|19216438|2006-2010
1-4|0.3|0.5|0.4|29|VIII(a) Osteosarcomas|76274588|2006-2010
10-14|7.3|8.4|7.9|775|VIII(a) Osteosarcomas|98608227|2006-2010
15-19|7.7|8.8|8.3|864|VIII(a) Osteosarcomas|104612854|2006-2010
5-9|2.8|3.5|3.1|296|VIII(a) Osteosarcomas|94516896|2006-2010
<1|~|~|~|~|VIII(a) Osteosarcomas|19216438|2006-2010
1-4|~|~|~|~|VIII(b) Chondrosarcomas|76274588|2006-2010
10-14|0.2|0.5|0.3|34|VIII(b) Chondrosarcomas|98608227|2006-2010
15-19|0.7|1.0|0.8|86|VIII(b) Chondrosarcomas|104612854|2006-2010
5-9|~|~|~|~|VIII(b) Chondrosarcomas|94516896|2006-2010
<1|~|~|~|~|VIII(b) Chondrosarcomas|19216438|2006-2010
1-4|0.7|1.2|0.9|72|VIII(c) Ewing tumor and related sarcomas of bone|76274588|2006-2010
10-14|3.6|4.4|4.0|397|VIII(c) Ewing tumor and related sarcomas of bone|98608227|2006-2010
15-19|3.9|4.7|4.2|444|VIII(c) Ewing tumor and related sarcomas of bone|104612854|2006-2010
5-9|1.8|2.4|2.1|199|VIII(c) Ewing tumor and related sarcomas of bone|94516896|2006-2010
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|19216438|2006-2010
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|76274588|2006-2010
10-14|0.3|0.6|0.4|44|VIII(d) Other specified malignant bone tumors|98608227|2006-2010
15-19|0.6|1.0|0.8|82|VIII(d) Other specified malignant bone tumors|104612854|2006-2010
5-9|0.2|0.4|0.3|25|VIII(d) Other specified malignant bone tumors|94516896|2006-2010
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|19216438|2006-2010
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|76274588|2006-2010
10-14|0.2|0.5|0.4|35|VIII(e) Unspecified malignant bone tumors|98608227|2006-2010
15-19|0.2|0.4|0.3|28|VIII(e) Unspecified malignant bone tumors|104612854|2006-2010
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|94516896|2006-2010
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|19216438|2006-2010
1-4|2.9|3.7|3.3|248|X Germ cell, trophoblastic tumors & neoplasms of gonads|76274588|2006-2010
10-14|6.6|7.7|7.1|703|X Germ cell, trophoblastic tumors & neoplasms of gonads|98608227|2006-2010
15-19|26.4|28.4|27.4|2866|X Germ cell, trophoblastic tumors & neoplasms of gonads|104612854|2006-2010
5-9|2.4|3.0|2.7|254|X Germ cell, trophoblastic tumors & neoplasms of gonads|94516896|2006-2010
<1|17.9|22.0|19.9|382|X Germ cell, trophoblastic tumors & neoplasms of gonads|19216438|2006-2010
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|76274588|2006-2010
10-14|2.3|3.0|2.6|259|X(a) Intracranial & intraspinal germ cell tumors|98608227|2006-2010
15-19|2.1|2.7|2.4|248|X(a) Intracranial & intraspinal germ cell tumors|104612854|2006-2010
5-9|1.0|1.4|1.2|112|X(a) Intracranial & intraspinal germ cell tumors|94516896|2006-2010
<1|1.1|2.4|1.7|32|X(a) Intracranial & intraspinal germ cell tumors|19216438|2006-2010
1-4|1.2|1.7|1.4|110|X(b) Malignant extracranial & extragonadal germ cell tumors|76274588|2006-2010
10-14|0.2|0.5|0.3|32|X(b) Malignant extracranial & extragonadal germ cell tumors|98608227|2006-2010
15-19|1.4|1.9|1.6|169|X(b) Malignant extracranial & extragonadal germ cell tumors|104612854|2006-2010
5-9|0.1|0.3|0.2|18|X(b) Malignant extracranial & extragonadal germ cell tumors|94516896|2006-2010
<1|10.7|13.8|12.2|234|X(b) Malignant extracranial & extragonadal germ cell tumors|19216438|2006-2010
1-4|1.3|1.9|1.6|123|X(c) Malignant gonadal germ cell tumors|76274588|2006-2010
10-14|3.3|4.0|3.7|360|X(c) Malignant gonadal germ cell tumors|98608227|2006-2010
15-19|20.4|22.1|21.2|2221|X(c) Malignant gonadal germ cell tumors|104612854|2006-2010
5-9|0.9|1.4|1.2|109|X(c) Malignant gonadal germ cell tumors|94516896|2006-2010
<1|4.9|7.1|5.9|114|X(c) Malignant gonadal germ cell tumors|19216438|2006-2010
1-4|~|~|~|~|X(d) Gonadal carcinomas|76274588|2006-2010
10-14|0.2|0.4|0.3|30|X(d) Gonadal carcinomas|98608227|2006-2010
15-19|1.2|1.7|1.4|149|X(d) Gonadal carcinomas|104612854|2006-2010
5-9|~|~|~|~|X(d) Gonadal carcinomas|94516896|2006-2010
<1|~|~|~|~|X(d) Gonadal carcinomas|19216438|2006-2010
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|76274588|2006-2010
10-14|0.1|0.3|0.2|22|X(e) Other and unspecified malignant gonadal tumors|98608227|2006-2010
15-19|0.6|0.9|0.8|79|X(e) Other and unspecified malignant gonadal tumors|104612854|2006-2010
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|94516896|2006-2010
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|19216438|2006-2010
1-4|1.4|2.0|1.7|127|XI Other malignant epithelial neoplasms and malignant melanomas|76274588|2006-2010
10-14|13.7|15.2|14.4|1422|XI Other malignant epithelial neoplasms and malignant melanomas|98608227|2006-2010
15-19|47.5|50.1|48.8|5104|XI Other malignant epithelial neoplasms and malignant melanomas|104612854|2006-2010
5-9|3.4|4.2|3.7|354|XI Other malignant epithelial neoplasms and malignant melanomas|94516896|2006-2010
<1|5.4|7.7|6.5|124|XI Other malignant epithelial neoplasms and malignant melanomas|19216438|2006-2010
1-4|0.3|0.6|0.4|33|XI(a) Adrenocortical carcinomas|76274588|2006-2010
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|98608227|2006-2010
15-19|0.1|0.3|0.2|20|XI(a) Adrenocortical carcinomas|104612854|2006-2010
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|94516896|2006-2010
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|19216438|2006-2010
1-4|~|~|~|~|XI(b) Thyroid carcinomas|76274588|2006-2010
10-14|5.8|6.8|6.3|617|XI(b) Thyroid carcinomas|98608227|2006-2010
15-19|21.7|23.6|22.6|2367|XI(b) Thyroid carcinomas|104612854|2006-2010
5-9|1.0|1.4|1.2|110|XI(b) Thyroid carcinomas|94516896|2006-2010
<1|~|~|~|~|XI(b) Thyroid carcinomas|19216438|2006-2010
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|76274588|2006-2010
