AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|~|~|~|Malignant|~|113527847|Female|Neuronal/glial, neuronal|2010|~|~|~
20+|~|~|~|Benign/Borderline|~|104421375|Female|Oligodendroglioma|2004|~|~|~
20+|0.3|0.4|0.3|Malignant|328|104421375|Female|Oligodendroglioma|2004|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|105570557|Female|Oligodendroglioma|2005|~|~|~
20+|0.3|0.4|0.3|Malignant|336|105570557|Female|Oligodendroglioma|2005|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|106756918|Female|Oligodendroglioma|2006|~|~|~
20+|0.3|0.4|0.3|Malignant|350|106756918|Female|Oligodendroglioma|2006|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|540263219|Female|Oligodendroglioma|2006-2010|~|~|~
20+|0.3|0.3|0.3|Malignant|1642|540263219|Female|Oligodendroglioma|2006-2010|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|110861505|Female|Oligodendroglioma|2007|~|~|~
20+|0.3|0.4|0.3|Malignant|354|110861505|Female|Oligodendroglioma|2007|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|112086310|Female|Oligodendroglioma|2008|~|~|~
20+|0.3|0.3|0.3|Malignant|341|112086310|Female|Oligodendroglioma|2008|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|113333902|Female|Oligodendroglioma|2009|~|~|~
20+|0.3|0.3|0.3|Malignant|336|113333902|Female|Oligodendroglioma|2009|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|113527847|Female|Oligodendroglioma|2010|~|~|~
20+|0.2|0.3|0.3|Malignant|305|113527847|Female|Oligodendroglioma|2010|0.2|0.3|0.3
20+|0.0|0.1|0.1|Benign/Borderline|64|104421375|Female|Other mesenchymal|2004|0.0|0.1|0.1
20+|0.0|0.0|0.0|Malignant|22|104421375|Female|Other mesenchymal|2004|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|77|105570557|Female|Other mesenchymal|2005|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|25|105570557|Female|Other mesenchymal|2005|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|82|106756918|Female|Other mesenchymal|2006|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|26|106756918|Female|Other mesenchymal|2006|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|423|540263219|Female|Other mesenchymal|2006-2010|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|158|540263219|Female|Other mesenchymal|2006-2010|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|78|110861505|Female|Other mesenchymal|2007|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|33|110861505|Female|Other mesenchymal|2007|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|102|112086310|Female|Other mesenchymal|2008|0.1|0.1|0.1
20+|0.0|0.1|0.0|Malignant|47|112086310|Female|Other mesenchymal|2008|0.0|0.1|0.0
20+|0.1|0.1|0.1|Benign/Borderline|88|113333902|Female|Other mesenchymal|2009|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|24|113333902|Female|Other mesenchymal|2009|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|89|113527847|Female|Other mesenchymal|2010|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|32|113527847|Female|Other mesenchymal|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|104421375|Female|Pilocytic astrocytoma|2004|~|~|~
20+|0.1|0.1|0.1|Malignant|118|104421375|Female|Pilocytic astrocytoma|2004|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|105570557|Female|Pilocytic astrocytoma|2005|~|~|~
20+|0.1|0.2|0.1|Malignant|143|105570557|Female|Pilocytic astrocytoma|2005|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|106756918|Female|Pilocytic astrocytoma|2006|~|~|~
20+|0.1|0.2|0.1|Malignant|138|106756918|Female|Pilocytic astrocytoma|2006|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|540263219|Female|Pilocytic astrocytoma|2006-2010|~|~|~
20+|0.1|0.1|0.1|Malignant|684|540263219|Female|Pilocytic astrocytoma|2006-2010|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|110861505|Female|Pilocytic astrocytoma|2007|~|~|~
20+|0.1|0.2|0.1|Malignant|154|110861505|Female|Pilocytic astrocytoma|2007|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|112086310|Female|Pilocytic astrocytoma|2008|~|~|~
20+|0.1|0.2|0.1|Malignant|144|112086310|Female|Pilocytic astrocytoma|2008|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|113333902|Female|Pilocytic astrocytoma|2009|~|~|~
20+|0.1|0.1|0.1|Malignant|122|113333902|Female|Pilocytic astrocytoma|2009|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|113527847|Female|Pilocytic astrocytoma|2010|~|~|~
20+|0.1|0.2|0.1|Malignant|156|113527847|Female|Pilocytic astrocytoma|2010|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|104421375|Female|Pineal parenchymal|2004|~|~|~
20+|~|~|~|Malignant|~|104421375|Female|Pineal parenchymal|2004|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|33|105570557|Female|Pineal parenchymal|2005|0.0|0.0|0.0
20+|~|~|~|Malignant|~|105570557|Female|Pineal parenchymal|2005|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|25|106756918|Female|Pineal parenchymal|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|22|106756918|Female|Pineal parenchymal|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|160|540263219|Female|Pineal parenchymal|2006-2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|114|540263219|Female|Pineal parenchymal|2006-2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|30|110861505|Female|Pineal parenchymal|2007|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|26|110861505|Female|Pineal parenchymal|2007|0.0|0.0|0.0
20+|0.0|0.1|0.0|Benign/Borderline|41|112086310|Female|Pineal parenchymal|2008|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|22|112086310|Female|Pineal parenchymal|2008|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|29|113333902|Female|Pineal parenchymal|2009|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|25|113333902|Female|Pineal parenchymal|2009|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|39|113527847|Female|Pineal parenchymal|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|21|113527847|Female|Pineal parenchymal|2010|0.0|0.0|0.0
20+|3.4|3.6|3.5|Benign/Borderline|3615|104421375|Female|Pituitary|2004|3.3|3.6|3.5
20+|0.0|0.0|0.0|Malignant|24|104421375|Female|Pituitary|2004|0.0|0.0|0.0
20+|3.8|4.1|3.9|Benign/Borderline|4151|105570557|Female|Pituitary|2005|3.8|4.1|3.9
20+|0.0|0.0|0.0|Malignant|23|105570557|Female|Pituitary|2005|0.0|0.0|0.0
20+|4.2|4.4|4.3|Benign/Borderline|4559|106756918|Female|Pituitary|2006|4.1|4.4|4.3
20+|~|~|~|Malignant|~|106756918|Female|Pituitary|2006|~|~|~
20+|4.5|4.6|4.5|Benign/Borderline|24207|540263219|Female|Pituitary|2006-2010|4.4|4.5|4.5
20+|0.0|0.0|0.0|Malignant|49|540263219|Female|Pituitary|2006-2010|0.0|0.0|0.0
20+|4.2|4.4|4.3|Benign/Borderline|4728|110861505|Female|Pituitary|2007|4.1|4.4|4.3
20+|~|~|~|Malignant|~|110861505|Female|Pituitary|2007|~|~|~
20+|4.4|4.6|4.5|Benign/Borderline|5018|112086310|Female|Pituitary|2008|4.4|4.6|4.5
20+|~|~|~|Malignant|~|112086310|Female|Pituitary|2008|~|~|~
20+|4.7|4.9|4.8|Benign/Borderline|5423|113333902|Female|Pituitary|2009|4.7|4.9|4.8
20+|~|~|~|Malignant|~|113333902|Female|Pituitary|2009|~|~|~
20+|4.4|4.6|4.5|Benign/Borderline|5053|113527847|Female|Pituitary|2010|4.3|4.6|4.5
20+|~|~|~|Malignant|~|113527847|Female|Pituitary|2010|~|~|~
20+|18.6|19.1|18.9|Benign/Borderline|20663|104421375|Female|Total|2004|19.5|20.1|19.8
20+|7.4|7.8|7.6|Malignant|8347|104421375|Female|Total|2004|7.8|8.2|8.0
20+|20.9|21.5|21.2|Benign/Borderline|23560|105570557|Female|Total|2005|22.0|22.6|22.3
20+|7.5|7.8|7.7|Malignant|8553|105570557|Female|Total|2005|7.9|8.3|8.1
20+|21.8|22.3|22.0|Benign/Borderline|24827|106756918|Female|Total|2006|23.0|23.5|23.3
20+|7.4|7.7|7.6|Malignant|8556|106756918|Female|Total|2006|7.8|8.2|8.0
20+|22.7|22.9|22.8|Benign/Borderline|131232|540263219|Female|Total|2006-2010|24.2|24.4|24.3
20+|7.3|7.5|7.4|Malignant|42873|540263219|Female|Total|2006-2010|7.9|8.0|7.9
20+|22.0|22.5|22.2|Benign/Borderline|26104|110861505|Female|Total|2007|23.3|23.8|23.5
20+|7.3|7.7|7.5|Malignant|8834|110861505|Female|Total|2007|7.8|8.1|8.0
20+|22.8|23.3|23.1|Benign/Borderline|27491|112086310|Female|Total|2008|24.2|24.8|24.5
20+|7.3|7.6|7.5|Malignant|8963|112086310|Female|Total|2008|7.8|8.2|8.0
20+|23.8|24.3|24.0|Benign/Borderline|29123|113333902|Female|Total|2009|25.4|26.0|25.7
20+|7.2|7.5|7.4|Malignant|9029|113333902|Female|Total|2009|7.8|8.1|8.0
20+|22.0|22.5|22.2|Benign/Borderline|27005|113527847|Female|Total|2010|23.5|24.1|23.8
20+|6.9|7.2|7.1|Malignant|8719|113527847|Female|Total|2010|7.5|7.8|7.7
20+|2.1|2.3|2.2|Benign/Borderline|2330|104421375|Female|Tumors of Cranial and Spinal Nerves|2004|2.1|2.3|2.2
20+|0.0|0.0|0.0|Malignant|20|104421375|Female|Tumors of Cranial and Spinal Nerves|2004|0.0|0.0|0.0
20+|2.3|2.5|2.4|Benign/Borderline|2570|105570557|Female|Tumors of Cranial and Spinal Nerves|2005|2.3|2.5|2.4
20+|0.0|0.0|0.0|Malignant|22|105570557|Female|Tumors of Cranial and Spinal Nerves|2005|0.0|0.0|0.0
20+|2.3|2.5|2.4|Benign/Borderline|2661|106756918|Female|Tumors of Cranial and Spinal Nerves|2006|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|22|106756918|Female|Tumors of Cranial and Spinal Nerves|2006|0.0|0.0|0.0
20+|2.3|2.3|2.3|Benign/Borderline|13004|540263219|Female|Tumors of Cranial and Spinal Nerves|2006-2010|2.4|2.4|2.4
20+|0.0|0.0|0.0|Malignant|121|540263219|Female|Tumors of Cranial and Spinal Nerves|2006-2010|0.0|0.0|0.0
20+|2.2|2.4|2.3|Benign/Borderline|2693|110861505|Female|Tumors of Cranial and Spinal Nerves|2007|2.3|2.5|2.4
20+|0.0|0.0|0.0|Malignant|40|110861505|Female|Tumors of Cranial and Spinal Nerves|2007|0.0|0.0|0.0
20+|2.3|2.4|2.3|Benign/Borderline|2751|112086310|Female|Tumors of Cranial and Spinal Nerves|2008|2.4|2.5|2.5
20+|0.0|0.0|0.0|Malignant|25|112086310|Female|Tumors of Cranial and Spinal Nerves|2008|0.0|0.0|0.0
20+|2.3|2.4|2.3|Benign/Borderline|2801|113333902|Female|Tumors of Cranial and Spinal Nerves|2009|2.4|2.6|2.5
20+|~|~|~|Malignant|~|113333902|Female|Tumors of Cranial and Spinal Nerves|2009|~|~|~
20+|2.0|2.1|2.1|Benign/Borderline|2470|113527847|Female|Tumors of Cranial and Spinal Nerves|2010|2.1|2.3|2.2
20+|0.0|0.0|0.0|Malignant|21|113527847|Female|Tumors of Cranial and Spinal Nerves|2010|0.0|0.0|0.0
20+|0.3|0.4|0.3|Benign/Borderline|350|104421375|Female|Tumors of Neuroepthelial Tissue|2004|0.3|0.4|0.3
20+|6.0|6.3|6.2|Malignant|6716|104421375|Female|Tumors of Neuroepthelial Tissue|2004|6.3|6.6|6.4
20+|0.4|0.4|0.4|Benign/Borderline|411|105570557|Female|Tumors of Neuroepthelial Tissue|2005|0.4|0.4|0.4
20+|6.0|6.3|6.2|Malignant|6821|105570557|Female|Tumors of Neuroepthelial Tissue|2005|6.3|6.6|6.5
20+|0.4|0.5|0.4|Benign/Borderline|443|106756918|Female|Tumors of Neuroepthelial Tissue|2006|0.4|0.5|0.4
20+|6.0|6.3|6.1|Malignant|6867|106756918|Female|Tumors of Neuroepthelial Tissue|2006|6.3|6.6|6.4
20+|0.4|0.4|0.4|Benign/Borderline|2270|540263219|Female|Tumors of Neuroepthelial Tissue|2006-2010|0.4|0.4|0.4
20+|6.0|6.1|6.1|Malignant|34721|540263219|Female|Tumors of Neuroepthelial Tissue|2006-2010|6.4|6.5|6.4
20+|0.4|0.5|0.4|Benign/Borderline|453|110861505|Female|Tumors of Neuroepthelial Tissue|2007|0.4|0.4|0.4
20+|6.0|6.3|6.2|Malignant|7197|110861505|Female|Tumors of Neuroepthelial Tissue|2007|6.3|6.6|6.5
20+|0.4|0.5|0.4|Benign/Borderline|456|112086310|Female|Tumors of Neuroepthelial Tissue|2008|0.4|0.4|0.4
20+|5.9|6.2|6.1|Malignant|7207|112086310|Female|Tumors of Neuroepthelial Tissue|2008|6.3|6.6|6.4
20+|0.4|0.5|0.4|Benign/Borderline|478|113333902|Female|Tumors of Neuroepthelial Tissue|2009|0.4|0.5|0.4
20+|5.9|6.2|6.1|Malignant|7334|113333902|Female|Tumors of Neuroepthelial Tissue|2009|6.3|6.6|6.5
20+|0.4|0.5|0.5|Benign/Borderline|497|113527847|Female|Tumors of Neuroepthelial Tissue|2010|0.4|0.5|0.4
20+|5.7|6.0|5.8|Malignant|7134|113527847|Female|Tumors of Neuroepthelial Tissue|2010|6.1|6.4|6.3
20+|3.5|3.8|3.6|Benign/Borderline|3797|104421375|Female|Tumors of Sellar Region|2004|3.5|3.8|3.6
20+|0.0|0.0|0.0|Malignant|24|104421375|Female|Tumors of Sellar Region|2004|0.0|0.0|0.0
20+|4.0|4.2|4.1|Benign/Borderline|4328|105570557|Female|Tumors of Sellar Region|2005|4.0|4.2|4.1
20+|0.0|0.0|0.0|Malignant|23|105570557|Female|Tumors of Sellar Region|2005|0.0|0.0|0.0
20+|4.3|4.6|4.5|Benign/Borderline|4745|106756918|Female|Tumors of Sellar Region|2006|4.3|4.6|4.4
20+|~|~|~|Malignant|~|106756918|Female|Tumors of Sellar Region|2006|~|~|~
20+|4.6|4.8|4.7|Benign/Borderline|25215|540263219|Female|Tumors of Sellar Region|2006-2010|4.6|4.7|4.7
20+|0.0|0.0|0.0|Malignant|53|540263219|Female|Tumors of Sellar Region|2006-2010|0.0|0.0|0.0
20+|4.4|4.6|4.5|Benign/Borderline|4938|110861505|Female|Tumors of Sellar Region|2007|4.3|4.6|4.5
20+|~|~|~|Malignant|~|110861505|Female|Tumors of Sellar Region|2007|~|~|~
20+|4.6|4.8|4.7|Benign/Borderline|5228|112086310|Female|Tumors of Sellar Region|2008|4.5|4.8|4.7
20+|~|~|~|Malignant|~|112086310|Female|Tumors of Sellar Region|2008|~|~|~
20+|4.9|5.1|5.0|Benign/Borderline|5638|113333902|Female|Tumors of Sellar Region|2009|4.8|5.1|5.0
20+|~|~|~|Malignant|~|113333902|Female|Tumors of Sellar Region|2009|~|~|~
20+|4.5|4.8|4.7|Benign/Borderline|5269|113527847|Female|Tumors of Sellar Region|2010|4.5|4.8|4.6
20+|~|~|~|Malignant|~|113527847|Female|Tumors of Sellar Region|2010|~|~|~
20+|11.7|12.1|11.9|Benign/Borderline|13292|104421375|Female|Tumors of the Meninges|2004|12.5|12.9|12.7
20+|0.2|0.3|0.3|Malignant|293|104421375|Female|Tumors of the Meninges|2004|0.2|0.3|0.3
20+|13.1|13.6|13.3|Benign/Borderline|15127|105570557|Female|Tumors of the Meninges|2005|14.1|14.6|14.3
20+|0.2|0.3|0.3|Malignant|297|105570557|Female|Tumors of the Meninges|2005|0.3|0.3|0.3
20+|13.6|14.0|13.8|Benign/Borderline|15910|106756918|Female|Tumors of the Meninges|2006|14.7|15.1|14.9
20+|0.2|0.3|0.2|Malignant|271|106756918|Female|Tumors of the Meninges|2006|0.2|0.3|0.3
20+|14.3|14.5|14.4|Benign/Borderline|84722|540263219|Female|Tumors of the Meninges|2006-2010|15.6|15.8|15.7
20+|0.2|0.2|0.2|Malignant|1217|540263219|Female|Tumors of the Meninges|2006-2010|0.2|0.2|0.2
20+|13.8|14.2|14.0|Benign/Borderline|16856|110861505|Female|Tumors of the Meninges|2007|15.0|15.4|15.2
20+|0.2|0.3|0.2|Malignant|294|110861505|Female|Tumors of the Meninges|2007|0.2|0.3|0.3
20+|14.4|14.8|14.6|Benign/Borderline|17819|112086310|Female|Tumors of the Meninges|2008|15.7|16.1|15.9
20+|0.2|0.2|0.2|Malignant|252|112086310|Female|Tumors of the Meninges|2008|0.2|0.3|0.2
20+|14.9|15.4|15.2|Benign/Borderline|18867|113333902|Female|Tumors of the Meninges|2009|16.4|16.9|16.6
20+|0.2|0.2|0.2|Malignant|222|113333902|Female|Tumors of the Meninges|2009|0.2|0.2|0.2
20+|13.7|14.2|14.0|Benign/Borderline|17467|113527847|Female|Tumors of the Meninges|2010|15.2|15.6|15.4
20+|0.1|0.2|0.2|Malignant|208|113527847|Female|Tumors of the Meninges|2010|0.2|0.2|0.2
20+|0.7|0.8|0.8|Benign/Borderline|878|104421375|Female|Unclassified Tumors|2004|0.8|0.9|0.8
20+|0.5|0.6|0.6|Malignant|689|104421375|Female|Unclassified Tumors|2004|0.6|0.7|0.7
20+|0.9|1.0|1.0|Benign/Borderline|1088|105570557|Female|Unclassified Tumors|2005|1.0|1.1|1.0
20+|0.6|0.6|0.6|Malignant|719|105570557|Female|Unclassified Tumors|2005|0.6|0.7|0.7
20+|0.9|1.0|0.9|Benign/Borderline|1038|106756918|Female|Unclassified Tumors|2006|0.9|1.0|1.0
20+|0.5|0.6|0.6|Malignant|703|106756918|Female|Unclassified Tumors|2006|0.6|0.7|0.7
20+|1.0|1.0|1.0|Benign/Borderline|5865|540263219|Female|Unclassified Tumors|2006-2010|1.1|1.1|1.1
20+|0.5|0.6|0.5|Malignant|3384|540263219|Female|Unclassified Tumors|2006-2010|0.6|0.6|0.6
20+|0.9|1.0|1.0|Benign/Borderline|1130|110861505|Female|Unclassified Tumors|2007|1.0|1.1|1.0
20+|0.5|0.5|0.5|Malignant|650|110861505|Female|Unclassified Tumors|2007|0.5|0.6|0.6
20+|1.0|1.1|1.0|Benign/Borderline|1205|112086310|Female|Unclassified Tumors|2008|1.0|1.1|1.1
20+|0.5|0.6|0.6|Malignant|757|112086310|Female|Unclassified Tumors|2008|0.6|0.7|0.7
20+|1.0|1.1|1.1|Benign/Borderline|1303|113333902|Female|Unclassified Tumors|2009|1.1|1.2|1.1
20+|0.5|0.6|0.6|Malignant|772|113333902|Female|Unclassified Tumors|2009|0.6|0.7|0.7
20+|1.0|1.1|1.1|Benign/Borderline|1274|113527847|Female|Unclassified Tumors|2010|1.1|1.2|1.1
20+|0.4|0.5|0.4|Malignant|601|113527847|Female|Unclassified Tumors|2010|0.5|0.6|0.5
20+|0.0|0.1|0.0|Benign/Borderline|46|104421375|Female|Unique astrocytoma variants|2004|0.0|0.1|0.0
20+|~|~|~|Malignant|~|104421375|Female|Unique astrocytoma variants|2004|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|38|105570557|Female|Unique astrocytoma variants|2005|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|21|105570557|Female|Unique astrocytoma variants|2005|0.0|0.0|0.0
20+|0.0|0.1|0.0|Benign/Borderline|44|106756918|Female|Unique astrocytoma variants|2006|0.0|0.1|0.0
20+|0.0|0.0|0.0|Malignant|23|106756918|Female|Unique astrocytoma variants|2006|0.0|0.0|0.0
20+|0.0|0.1|0.1|Benign/Borderline|272|540263219|Female|Unique astrocytoma variants|2006-2010|0.0|0.1|0.1
20+|0.0|0.0|0.0|Malignant|105|540263219|Female|Unique astrocytoma variants|2006-2010|0.0|0.0|0.0
20+|0.0|0.1|0.1|Benign/Borderline|57|110861505|Female|Unique astrocytoma variants|2007|0.0|0.1|0.1
20+|0.0|0.0|0.0|Malignant|18|110861505|Female|Unique astrocytoma variants|2007|0.0|0.0|0.0
20+|0.0|0.1|0.0|Benign/Borderline|54|112086310|Female|Unique astrocytoma variants|2008|0.0|0.1|0.0
20+|0.0|0.0|0.0|Malignant|19|112086310|Female|Unique astrocytoma variants|2008|0.0|0.0|0.0
20+|0.0|0.1|0.1|Benign/Borderline|68|113333902|Female|Unique astrocytoma variants|2009|0.0|0.1|0.1
20+|0.0|0.0|0.0|Malignant|29|113333902|Female|Unique astrocytoma variants|2009|0.0|0.0|0.0
20+|0.0|0.1|0.1|Benign/Borderline|58|113527847|Female|Unique astrocytoma variants|2010|0.0|0.1|0.1
20+|0.0|0.0|0.0|Malignant|17|113527847|Female|Unique astrocytoma variants|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|97519135|Male|All other|2004|~|~|~
20+|~|~|~|Malignant|~|97519135|Male|All other|2004|~|~|~
20+|~|~|~|Benign/Borderline|~|98707416|Male|All other|2005|~|~|~
20+|~|~|~|Malignant|~|98707416|Male|All other|2005|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|17|99938602|Male|All other|2006|0.0|0.0|0.0
20+|~|~|~|Malignant|~|99938602|Male|All other|2006|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|65|506533467|Male|All other|2006-2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|25|506533467|Male|All other|2006-2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|103846993|Male|All other|2007|~|~|~
20+|~|~|~|Malignant|~|103846993|Male|All other|2007|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|21|105077378|Male|All other|2008|0.0|0.0|0.0
20+|~|~|~|Malignant|~|105077378|Male|All other|2008|~|~|~
20+|~|~|~|Benign/Borderline|~|106309806|Male|All other|2009|~|~|~
20+|~|~|~|Malignant|~|106309806|Male|All other|2009|~|~|~
20+|~|~|~|Benign/Borderline|~|106608980|Male|All other|2010|~|~|~
20+|~|~|~|Malignant|~|106608980|Male|All other|2010|~|~|~
20+|~|~|~|Benign/Borderline|~|97519135|Male|Anaplastic astrocytoma|2004|~|~|~
20+|0.6|0.7|0.7|Malignant|644|97519135|Male|Anaplastic astrocytoma|2004|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|98707416|Male|Anaplastic astrocytoma|2005|~|~|~
20+|0.6|0.7|0.7|Malignant|659|98707416|Male|Anaplastic astrocytoma|2005|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|99938602|Male|Anaplastic astrocytoma|2006|~|~|~
20+|0.6|0.7|0.7|Malignant|664|99938602|Male|Anaplastic astrocytoma|2006|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|506533467|Male|Anaplastic astrocytoma|2006-2010|~|~|~
20+|0.6|0.7|0.6|Malignant|3259|506533467|Male|Anaplastic astrocytoma|2006-2010|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|103846993|Male|Anaplastic astrocytoma|2007|~|~|~
20+|0.6|0.7|0.6|Malignant|651|103846993|Male|Anaplastic astrocytoma|2007|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|105077378|Male|Anaplastic astrocytoma|2008|~|~|~
20+|0.6|0.7|0.7|Malignant|694|105077378|Male|Anaplastic astrocytoma|2008|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|106309806|Male|Anaplastic astrocytoma|2009|~|~|~
20+|0.6|0.7|0.6|Malignant|676|106309806|Male|Anaplastic astrocytoma|2009|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|106608980|Male|Anaplastic astrocytoma|2010|~|~|~
20+|0.6|0.7|0.6|Malignant|657|106608980|Male|Anaplastic astrocytoma|2010|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|97519135|Male|Anaplastic oligodendroglioma|2004|~|~|~
20+|0.2|0.2|0.2|Malignant|192|97519135|Male|Anaplastic oligodendroglioma|2004|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|98707416|Male|Anaplastic oligodendroglioma|2005|~|~|~
20+|0.2|0.2|0.2|Malignant|196|98707416|Male|Anaplastic oligodendroglioma|2005|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|99938602|Male|Anaplastic oligodendroglioma|2006|~|~|~
20+|0.2|0.2|0.2|Malignant|203|99938602|Male|Anaplastic oligodendroglioma|2006|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|506533467|Male|Anaplastic oligodendroglioma|2006-2010|~|~|~
20+|0.2|0.2|0.2|Malignant|887|506533467|Male|Anaplastic oligodendroglioma|2006-2010|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|103846993|Male|Anaplastic oligodendroglioma|2007|~|~|~
20+|0.1|0.2|0.2|Malignant|176|103846993|Male|Anaplastic oligodendroglioma|2007|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|105077378|Male|Anaplastic oligodendroglioma|2008|~|~|~
20+|0.1|0.2|0.2|Malignant|182|105077378|Male|Anaplastic oligodendroglioma|2008|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|106309806|Male|Anaplastic oligodendroglioma|2009|~|~|~
20+|0.1|0.2|0.2|Malignant|175|106309806|Male|Anaplastic oligodendroglioma|2009|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|106608980|Male|Anaplastic oligodendroglioma|2010|~|~|~
20+|0.1|0.2|0.2|Malignant|173|106608980|Male|Anaplastic oligodendroglioma|2010|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|97519135|Male|Astrocytoma, NOS|2004|~|~|~
20+|0.6|0.7|0.6|Malignant|605|97519135|Male|Astrocytoma, NOS|2004|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|98707416|Male|Astrocytoma, NOS|2005|~|~|~
20+|0.6|0.7|0.6|Malignant|603|98707416|Male|Astrocytoma, NOS|2005|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|99938602|Male|Astrocytoma, NOS|2006|~|~|~
20+|0.6|0.7|0.6|Malignant|608|99938602|Male|Astrocytoma, NOS|2006|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|506533467|Male|Astrocytoma, NOS|2006-2010|~|~|~
20+|0.5|0.6|0.6|Malignant|2840|506533467|Male|Astrocytoma, NOS|2006-2010|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|103846993|Male|Astrocytoma, NOS|2007|~|~|~
20+|0.6|0.7|0.6|Malignant|611|103846993|Male|Astrocytoma, NOS|2007|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|105077378|Male|Astrocytoma, NOS|2008|~|~|~
20+|0.5|0.6|0.6|Malignant|608|105077378|Male|Astrocytoma, NOS|2008|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|106309806|Male|Astrocytoma, NOS|2009|~|~|~
