AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
15-19|2.0|2.4|2.2|469|Incidence|21687308|Thyroid|2007
5-9|0.1|0.1|0.1|17|Incidence|19371679|Thyroid|2007
<1|~|~|~|~|Incidence|4074983|Thyroid|2007
1-4|~|~|~|~|Mortality|15977965|Urinary Bladder|2007
10-14|~|~|~|~|Mortality|20841042|Urinary Bladder|2007
15-19|~|~|~|~|Mortality|22067816|Urinary Bladder|2007
5-9|~|~|~|~|Mortality|19714611|Urinary Bladder|2007
<1|~|~|~|~|Mortality|4147997|Urinary Bladder|2007
1-4|~|~|~|~|Incidence|15697941|Urinary Bladder|2007
10-14|~|~|~|~|Incidence|20483595|Urinary Bladder|2007
15-19|0.0|0.1|0.1|17|Incidence|21687308|Urinary Bladder|2007
5-9|~|~|~|~|Incidence|19371679|Urinary Bladder|2007
<1|~|~|~|~|Incidence|4074983|Urinary Bladder|2007
1-4|2.2|2.7|2.4|394|Mortality|16138392|All Cancer Sites Combined|2008
10-14|1.9|2.3|2.1|433|Mortality|20706655|All Cancer Sites Combined|2008
15-19|2.9|3.3|3.1|685|Mortality|22210880|All Cancer Sites Combined|2008
5-9|2.1|2.5|2.3|457|Mortality|19929602|All Cancer Sites Combined|2008
<1|1.3|2.1|1.7|70|Mortality|4132735|All Cancer Sites Combined|2008
1-4|21.6|23.1|22.3|3541|Incidence|15854786|All Cancer Sites Combined|2008
10-14|12.7|13.7|13.2|2684|Incidence|20351824|All Cancer Sites Combined|2008
15-19|21.1|22.3|21.7|4737|Incidence|21833217|All Cancer Sites Combined|2008
5-9|12.1|13.1|12.6|2468|Incidence|19582537|All Cancer Sites Combined|2008
<1|25.1|28.3|26.6|1081|Incidence|4060896|All Cancer Sites Combined|2008
1-4|0.6|0.9|0.7|119|Mortality|16138392|Brain and Other Nervous System|2008
10-14|0.5|0.7|0.6|125|Mortality|20706655|Brain and Other Nervous System|2008
15-19|0.4|0.6|0.5|104|Mortality|22210880|Brain and Other Nervous System|2008
5-9|0.7|1.0|0.9|174|Mortality|19929602|Brain and Other Nervous System|2008
<1|~|~|~|~|Mortality|4132735|Brain and Other Nervous System|2008
1-4|4.2|4.9|4.6|722|Incidence|15854786|Brain and Other Nervous System|2008
10-14|2.4|2.8|2.6|532|Incidence|20351824|Brain and Other Nervous System|2008
15-19|2.1|2.5|2.3|498|Incidence|21833217|Brain and Other Nervous System|2008
5-9|3.3|3.8|3.6|697|Incidence|19582537|Brain and Other Nervous System|2008
<1|3.4|4.6|4.0|161|Incidence|4060896|Brain and Other Nervous System|2008
1-4|~|~|~|~|Mortality|7891294|Cervix|2008
10-14|~|~|~|~|Mortality|10108474|Cervix|2008
15-19|~|~|~|~|Mortality|10805148|Cervix|2008
5-9|~|~|~|~|Mortality|9748488|Cervix|2008
<1|~|~|~|~|Mortality|2022889|Cervix|2008
1-4|~|~|~|~|Incidence|7752464|Cervix|2008
10-14|~|~|~|~|Incidence|9935639|Cervix|2008
15-19|0.1|0.3|0.2|21|Incidence|10620580|Cervix|2008
5-9|~|~|~|~|Incidence|9578982|Cervix|2008
<1|~|~|~|~|Incidence|1987368|Cervix|2008
1-4|~|~|~|~|Mortality|16138392|Colon and Rectum|2008
10-14|~|~|~|~|Mortality|20706655|Colon and Rectum|2008
15-19|~|~|~|~|Mortality|22210880|Colon and Rectum|2008
5-9|~|~|~|~|Mortality|19929602|Colon and Rectum|2008
<1|~|~|~|~|Mortality|4132735|Colon and Rectum|2008
1-4|~|~|~|~|Incidence|15854786|Colon and Rectum|2008
10-14|~|~|~|~|Incidence|20351824|Colon and Rectum|2008
15-19|0.2|0.4|0.3|63|Incidence|21833217|Colon and Rectum|2008
5-9|~|~|~|~|Incidence|19582537|Colon and Rectum|2008
<1|~|~|~|~|Incidence|4060896|Colon and Rectum|2008
1-4|~|~|~|~|Mortality|7891294|Corpus and Uterus, NOS|2008
10-14|~|~|~|~|Mortality|10108474|Corpus and Uterus, NOS|2008
15-19|~|~|~|~|Mortality|10805148|Corpus and Uterus, NOS|2008
5-9|~|~|~|~|Mortality|9748488|Corpus and Uterus, NOS|2008
<1|~|~|~|~|Mortality|2022889|Corpus and Uterus, NOS|2008
1-4|~|~|~|~|Incidence|7752464|Corpus and Uterus, NOS|2008
10-14|~|~|~|~|Incidence|9935639|Corpus and Uterus, NOS|2008
15-19|~|~|~|~|Incidence|10620580|Corpus and Uterus, NOS|2008
5-9|~|~|~|~|Incidence|9578982|Corpus and Uterus, NOS|2008
<1|~|~|~|~|Incidence|1987368|Corpus and Uterus, NOS|2008
1-4|~|~|~|~|Mortality|16138392|Esophagus|2008
10-14|~|~|~|~|Mortality|20706655|Esophagus|2008
15-19|~|~|~|~|Mortality|22210880|Esophagus|2008
5-9|~|~|~|~|Mortality|19929602|Esophagus|2008
<1|~|~|~|~|Mortality|4132735|Esophagus|2008
1-4|~|~|~|~|Incidence|15854786|Esophagus|2008
10-14|~|~|~|~|Incidence|20351824|Esophagus|2008
15-19|~|~|~|~|Incidence|21833217|Esophagus|2008
5-9|~|~|~|~|Incidence|19582537|Esophagus|2008
<1|~|~|~|~|Incidence|4060896|Esophagus|2008
1-4|~|~|~|~|Mortality|7891294|Female Breast|2008
10-14|~|~|~|~|Mortality|10108474|Female Breast|2008
15-19|~|~|~|~|Mortality|10805148|Female Breast|2008
5-9|~|~|~|~|Mortality|9748488|Female Breast|2008
<1|~|~|~|~|Mortality|2022889|Female Breast|2008
1-4|~|~|~|~|Incidence|7752464|Female Breast|2008
10-14|~|~|~|~|Incidence|9935639|Female Breast|2008
15-19|0.1|0.2|0.2|16|Incidence|10620580|Female Breast|2008
5-9|~|~|~|~|Incidence|9578982|Female Breast|2008
<1|~|~|~|~|Incidence|1987368|Female Breast|2008
1-4|~|~|~|~|Incidence|7752464|Female Breast, <i>in situ</i>|2008
10-14|~|~|~|~|Incidence|9935639|Female Breast, <i>in situ</i>|2008
15-19|~|~|~|~|Incidence|10620580|Female Breast, <i>in situ</i>|2008
5-9|~|~|~|~|Incidence|9578982|Female Breast, <i>in situ</i>|2008
<1|~|~|~|~|Incidence|1987368|Female Breast, <i>in situ</i>|2008
1-4|~|~|~|~|Mortality|16138392|Hodgkin Lymphoma|2008
10-14|~|~|~|~|Mortality|20706655|Hodgkin Lymphoma|2008
15-19|~|~|~|~|Mortality|22210880|Hodgkin Lymphoma|2008
5-9|~|~|~|~|Mortality|19929602|Hodgkin Lymphoma|2008
<1|~|~|~|~|Mortality|4132735|Hodgkin Lymphoma|2008
1-4|~|~|~|~|Incidence|15854786|Hodgkin Lymphoma|2008
10-14|1.2|1.5|1.3|268|Incidence|20351824|Hodgkin Lymphoma|2008
15-19|3.0|3.5|3.2|709|Incidence|21833217|Hodgkin Lymphoma|2008
5-9|0.4|0.6|0.4|88|Incidence|19582537|Hodgkin Lymphoma|2008
<1|~|~|~|~|Incidence|4060896|Hodgkin Lymphoma|2008
1-4|.|.|.|.|Mortality|16138392|Kaposi Sarcoma|2008
10-14|.|.|.|.|Mortality|20706655|Kaposi Sarcoma|2008
15-19|.|.|.|.|Mortality|22210880|Kaposi Sarcoma|2008
5-9|.|.|.|.|Mortality|19929602|Kaposi Sarcoma|2008
<1|.|.|.|.|Mortality|4132735|Kaposi Sarcoma|2008
1-4|~|~|~|~|Incidence|15854786|Kaposi Sarcoma|2008
10-14|~|~|~|~|Incidence|20351824|Kaposi Sarcoma|2008
15-19|~|~|~|~|Incidence|21833217|Kaposi Sarcoma|2008
5-9|~|~|~|~|Incidence|19582537|Kaposi Sarcoma|2008
<1|~|~|~|~|Incidence|4060896|Kaposi Sarcoma|2008
1-4|~|~|~|~|Mortality|16138392|Kidney and Renal Pelvis|2008
10-14|~|~|~|~|Mortality|20706655|Kidney and Renal Pelvis|2008
15-19|~|~|~|~|Mortality|22210880|Kidney and Renal Pelvis|2008
5-9|0.1|0.2|0.1|26|Mortality|19929602|Kidney and Renal Pelvis|2008
<1|~|~|~|~|Mortality|4132735|Kidney and Renal Pelvis|2008
1-4|1.9|2.4|2.1|340|Incidence|15854786|Kidney and Renal Pelvis|2008
10-14|0.1|0.2|0.1|25|Incidence|20351824|Kidney and Renal Pelvis|2008
15-19|0.2|0.3|0.2|49|Incidence|21833217|Kidney and Renal Pelvis|2008
5-9|0.5|0.7|0.6|112|Incidence|19582537|Kidney and Renal Pelvis|2008
<1|1.4|2.3|1.8|74|Incidence|4060896|Kidney and Renal Pelvis|2008
1-4|~|~|~|~|Mortality|16138392|Larynx|2008
10-14|~|~|~|~|Mortality|20706655|Larynx|2008
15-19|~|~|~|~|Mortality|22210880|Larynx|2008
5-9|~|~|~|~|Mortality|19929602|Larynx|2008
<1|~|~|~|~|Mortality|4132735|Larynx|2008
1-4|~|~|~|~|Incidence|15854786|Larynx|2008
10-14|~|~|~|~|Incidence|20351824|Larynx|2008
15-19|~|~|~|~|Incidence|21833217|Larynx|2008
5-9|~|~|~|~|Incidence|19582537|Larynx|2008
<1|~|~|~|~|Incidence|4060896|Larynx|2008
1-4|0.6|0.9|0.8|123|Mortality|16138392|Leukemias|2008
10-14|0.6|0.9|0.7|152|Mortality|20706655|Leukemias|2008
15-19|0.8|1.0|0.9|196|Mortality|22210880|Leukemias|2008
5-9|0.4|0.6|0.5|100|Mortality|19929602|Leukemias|2008
<1|0.4|1.0|0.7|27|Mortality|4132735|Leukemias|2008
1-4|8.6|9.6|9.1|1442|Incidence|15854786|Leukemias|2008
10-14|2.9|3.4|3.2|648|Incidence|20351824|Leukemias|2008
15-19|2.7|3.2|2.9|638|Incidence|21833217|Leukemias|2008
5-9|3.9|4.5|4.2|814|Incidence|19582537|Leukemias|2008
<1|3.9|5.3|4.6|186|Incidence|4060896|Leukemias|2008
1-4|0.1|0.2|0.1|20|Mortality|16138392|Liver and Intrahepatic Bile Duct|2008
10-14|~|~|~|~|Mortality|20706655|Liver and Intrahepatic Bile Duct|2008
15-19|0.0|0.1|0.1|16|Mortality|22210880|Liver and Intrahepatic Bile Duct|2008
5-9|~|~|~|~|Mortality|19929602|Liver and Intrahepatic Bile Duct|2008
<1|~|~|~|~|Mortality|4132735|Liver and Intrahepatic Bile Duct|2008
1-4|0.5|0.7|0.6|90|Incidence|15854786|Liver and Intrahepatic Bile Duct|2008
10-14|0.0|0.1|0.1|17|Incidence|20351824|Liver and Intrahepatic Bile Duct|2008
15-19|0.1|0.2|0.1|29|Incidence|21833217|Liver and Intrahepatic Bile Duct|2008
5-9|0.1|0.2|0.1|20|Incidence|19582537|Liver and Intrahepatic Bile Duct|2008
<1|0.9|1.6|1.2|48|Incidence|4060896|Liver and Intrahepatic Bile Duct|2008
1-4|~|~|~|~|Mortality|16138392|Lung and Bronchus|2008
10-14|~|~|~|~|Mortality|20706655|Lung and Bronchus|2008
15-19|~|~|~|~|Mortality|22210880|Lung and Bronchus|2008
5-9|~|~|~|~|Mortality|19929602|Lung and Bronchus|2008
<1|~|~|~|~|Mortality|4132735|Lung and Bronchus|2008
1-4|~|~|~|~|Incidence|15854786|Lung and Bronchus|2008
10-14|~|~|~|~|Incidence|20351824|Lung and Bronchus|2008
15-19|0.1|0.2|0.2|39|Incidence|21833217|Lung and Bronchus|2008
5-9|~|~|~|~|Incidence|19582537|Lung and Bronchus|2008
<1|~|~|~|~|Incidence|4060896|Lung and Bronchus|2008
1-4|~|~|~|~|Mortality|7891294|Male and Female Breast|2008
10-14|~|~|~|~|Mortality|10108474|Male and Female Breast|2008
15-19|~|~|~|~|Mortality|10805148|Male and Female Breast|2008
5-9|~|~|~|~|Mortality|9748488|Male and Female Breast|2008
<1|~|~|~|~|Mortality|2022889|Male and Female Breast|2008
1-4|~|~|~|~|Incidence|7752464|Male and Female Breast|2008
10-14|~|~|~|~|Incidence|9935639|Male and Female Breast|2008
15-19|0.1|0.2|0.2|16|Incidence|10620580|Male and Female Breast|2008
5-9|~|~|~|~|Incidence|9578982|Male and Female Breast|2008
<1|~|~|~|~|Incidence|1987368|Male and Female Breast|2008
1-4|~|~|~|~|Incidence|7752464|Male and Female Breast, <i>in situ</i>|2008
10-14|~|~|~|~|Incidence|9935639|Male and Female Breast, <i>in situ</i>|2008
15-19|~|~|~|~|Incidence|10620580|Male and Female Breast, <i>in situ</i>|2008
5-9|~|~|~|~|Incidence|9578982|Male and Female Breast, <i>in situ</i>|2008
<1|~|~|~|~|Incidence|1987368|Male and Female Breast, <i>in situ</i>|2008
1-4|~|~|~|~|Mortality|16138392|Melanomas of the Skin|2008
10-14|~|~|~|~|Mortality|20706655|Melanomas of the Skin|2008
15-19|~|~|~|~|Mortality|22210880|Melanomas of the Skin|2008
5-9|~|~|~|~|Mortality|19929602|Melanomas of the Skin|2008
<1|~|~|~|~|Mortality|4132735|Melanomas of the Skin|2008
1-4|~|~|~|~|Incidence|15854786|Melanomas of the Skin|2008
10-14|0.3|0.4|0.3|69|Incidence|20351824|Melanomas of the Skin|2008
15-19|1.1|1.4|1.2|266|Incidence|21833217|Melanomas of the Skin|2008
5-9|0.1|0.2|0.1|22|Incidence|19582537|Melanomas of the Skin|2008
<1|0.4|0.8|0.6|23|Incidence|4060896|Melanomas of the Skin|2008
1-4|~|~|~|~|Mortality|16138392|Mesothelioma|2008
10-14|~|~|~|~|Mortality|20706655|Mesothelioma|2008
15-19|~|~|~|~|Mortality|22210880|Mesothelioma|2008
5-9|~|~|~|~|Mortality|19929602|Mesothelioma|2008
<1|~|~|~|~|Mortality|4132735|Mesothelioma|2008
1-4|~|~|~|~|Incidence|15854786|Mesothelioma|2008
10-14|~|~|~|~|Incidence|20351824|Mesothelioma|2008
15-19|~|~|~|~|Incidence|21833217|Mesothelioma|2008
5-9|~|~|~|~|Incidence|19582537|Mesothelioma|2008
<1|~|~|~|~|Incidence|4060896|Mesothelioma|2008
1-4|~|~|~|~|Mortality|16138392|Myeloma|2008
10-14|~|~|~|~|Mortality|20706655|Myeloma|2008
15-19|~|~|~|~|Mortality|22210880|Myeloma|2008
5-9|~|~|~|~|Mortality|19929602|Myeloma|2008
<1|~|~|~|~|Mortality|4132735|Myeloma|2008
1-4|~|~|~|~|Incidence|15854786|Myeloma|2008
10-14|~|~|~|~|Incidence|20351824|Myeloma|2008
15-19|~|~|~|~|Incidence|21833217|Myeloma|2008
5-9|~|~|~|~|Incidence|19582537|Myeloma|2008
<1|~|~|~|~|Incidence|4060896|Myeloma|2008
1-4|~|~|~|~|Mortality|16138392|Non-Hodgkin Lymphoma|2008
10-14|~|~|~|~|Mortality|20706655|Non-Hodgkin Lymphoma|2008
15-19|0.2|0.3|0.2|54|Mortality|22210880|Non-Hodgkin Lymphoma|2008
5-9|0.1|0.2|0.1|20|Mortality|19929602|Non-Hodgkin Lymphoma|2008
<1|~|~|~|~|Mortality|4132735|Non-Hodgkin Lymphoma|2008
1-4|0.6|0.8|0.7|111|Incidence|15854786|Non-Hodgkin Lymphoma|2008
10-14|1.0|1.3|1.2|237|Incidence|20351824|Non-Hodgkin Lymphoma|2008
15-19|1.6|1.9|1.7|376|Incidence|21833217|Non-Hodgkin Lymphoma|2008
5-9|0.9|1.2|1.0|204|Incidence|19582537|Non-Hodgkin Lymphoma|2008
<1|0.3|0.7|0.4|18|Incidence|4060896|Non-Hodgkin Lymphoma|2008
1-4|~|~|~|~|Mortality|16138392|Oral Cavity and Pharynx|2008
10-14|~|~|~|~|Mortality|20706655|Oral Cavity and Pharynx|2008
15-19|~|~|~|~|Mortality|22210880|Oral Cavity and Pharynx|2008
5-9|~|~|~|~|Mortality|19929602|Oral Cavity and Pharynx|2008
<1|~|~|~|~|Mortality|4132735|Oral Cavity and Pharynx|2008
1-4|~|~|~|~|Incidence|15854786|Oral Cavity and Pharynx|2008
10-14|0.2|0.4|0.3|60|Incidence|20351824|Oral Cavity and Pharynx|2008
15-19|0.4|0.6|0.5|99|Incidence|21833217|Oral Cavity and Pharynx|2008
5-9|~|~|~|~|Incidence|19582537|Oral Cavity and Pharynx|2008
<1|~|~|~|~|Incidence|4060896|Oral Cavity and Pharynx|2008
1-4|~|~|~|~|Mortality|7891294|Ovary|2008
10-14|~|~|~|~|Mortality|10108474|Ovary|2008
15-19|~|~|~|~|Mortality|10805148|Ovary|2008
5-9|~|~|~|~|Mortality|9748488|Ovary|2008
<1|~|~|~|~|Mortality|2022889|Ovary|2008
1-4|~|~|~|~|Incidence|7752464|Ovary|2008
10-14|0.5|0.8|0.7|65|Incidence|9935639|Ovary|2008
15-19|0.9|1.4|1.1|120|Incidence|10620580|Ovary|2008
5-9|0.1|0.3|0.2|22|Incidence|9578982|Ovary|2008
<1|~|~|~|~|Incidence|1987368|Ovary|2008
1-4|~|~|~|~|Mortality|16138392|Pancreas|2008
10-14|~|~|~|~|Mortality|20706655|Pancreas|2008
15-19|~|~|~|~|Mortality|22210880|Pancreas|2008
5-9|~|~|~|~|Mortality|19929602|Pancreas|2008
<1|~|~|~|~|Mortality|4132735|Pancreas|2008
1-4|~|~|~|~|Incidence|15854786|Pancreas|2008
10-14|~|~|~|~|Incidence|20351824|Pancreas|2008
15-19|~|~|~|~|Incidence|21833217|Pancreas|2008
5-9|~|~|~|~|Incidence|19582537|Pancreas|2008
<1|~|~|~|~|Incidence|4060896|Pancreas|2008
1-4|~|~|~|~|Mortality|8247098|Prostate|2008
10-14|~|~|~|~|Mortality|10598181|Prostate|2008
15-19|~|~|~|~|Mortality|11405732|Prostate|2008
5-9|~|~|~|~|Mortality|10181114|Prostate|2008
<1|~|~|~|~|Mortality|2109846|Prostate|2008
1-4|~|~|~|~|Incidence|8102322|Prostate|2008
10-14|~|~|~|~|Incidence|10416185|Prostate|2008
15-19|~|~|~|~|Incidence|11212637|Prostate|2008
5-9|~|~|~|~|Incidence|10003555|Prostate|2008
<1|~|~|~|~|Incidence|2073528|Prostate|2008
1-4|~|~|~|~|Mortality|16138392|Stomach|2008
10-14|~|~|~|~|Mortality|20706655|Stomach|2008
15-19|~|~|~|~|Mortality|22210880|Stomach|2008
5-9|~|~|~|~|Mortality|19929602|Stomach|2008
<1|~|~|~|~|Mortality|4132735|Stomach|2008
1-4|~|~|~|~|Incidence|15854786|Stomach|2008
10-14|~|~|~|~|Incidence|20351824|Stomach|2008
15-19|0.0|0.1|0.1|16|Incidence|21833217|Stomach|2008
5-9|~|~|~|~|Incidence|19582537|Stomach|2008
<1|~|~|~|~|Incidence|4060896|Stomach|2008
1-4|~|~|~|~|Mortality|8247098|Testis|2008
10-14|~|~|~|~|Mortality|10598181|Testis|2008
15-19|~|~|~|~|Mortality|11405732|Testis|2008
5-9|~|~|~|~|Mortality|10181114|Testis|2008
<1|~|~|~|~|Mortality|2109846|Testis|2008
1-4|0.2|0.5|0.3|28|Incidence|8102322|Testis|2008
10-14|0.1|0.3|0.2|19|Incidence|10416185|Testis|2008
15-19|3.3|4.0|3.6|406|Incidence|11212637|Testis|2008
5-9|~|~|~|~|Incidence|10003555|Testis|2008
<1|0.7|1.7|1.2|24|Incidence|2073528|Testis|2008
1-4|~|~|~|~|Mortality|16138392|Thyroid|2008
10-14|~|~|~|~|Mortality|20706655|Thyroid|2008
15-19|~|~|~|~|Mortality|22210880|Thyroid|2008
5-9|~|~|~|~|Mortality|19929602|Thyroid|2008
<1|~|~|~|~|Mortality|4132735|Thyroid|2008
1-4|~|~|~|~|Incidence|15854786|Thyroid|2008
10-14|0.5|0.7|0.6|123|Incidence|20351824|Thyroid|2008
15-19|2.1|2.5|2.3|510|Incidence|21833217|Thyroid|2008
5-9|0.1|0.2|0.1|23|Incidence|19582537|Thyroid|2008
<1|~|~|~|~|Incidence|4060896|Thyroid|2008
1-4|~|~|~|~|Mortality|16138392|Urinary Bladder|2008
10-14|~|~|~|~|Mortality|20706655|Urinary Bladder|2008
15-19|~|~|~|~|Mortality|22210880|Urinary Bladder|2008
5-9|~|~|~|~|Mortality|19929602|Urinary Bladder|2008
<1|~|~|~|~|Mortality|4132735|Urinary Bladder|2008
1-4|~|~|~|~|Incidence|15854786|Urinary Bladder|2008
10-14|~|~|~|~|Incidence|20351824|Urinary Bladder|2008
15-19|0.0|0.1|0.1|17|Incidence|21833217|Urinary Bladder|2008
5-9|~|~|~|~|Incidence|19582537|Urinary Bladder|2008
<1|~|~|~|~|Incidence|4060896|Urinary Bladder|2008
1-4|1.9|2.4|2.2|350|Mortality|16240931|All Cancer Sites Combined|2009
10-14|1.8|2.2|2.0|419|Mortality|20660564|All Cancer Sites Combined|2009
15-19|2.7|3.1|2.9|644|Mortality|22192810|All Cancer Sites Combined|2009
5-9|2.2|2.6|2.4|477|Mortality|20182499|All Cancer Sites Combined|2009
<1|1.5|2.3|1.8|74|Mortality|4003587|All Cancer Sites Combined|2009
1-4|21.0|22.4|21.7|3462|Incidence|15955735|All Cancer Sites Combined|2009
10-14|12.8|13.8|13.3|2707|Incidence|20307843|All Cancer Sites Combined|2009
15-19|20.9|22.1|21.5|4692|Incidence|21819838|All Cancer Sites Combined|2009
5-9|11.7|12.7|12.2|2424|Incidence|19829550|All Cancer Sites Combined|2009
<1|25.2|28.5|26.8|1054|Incidence|3933652|All Cancer Sites Combined|2009
1-4|0.4|0.6|0.5|84|Mortality|16240931|Brain and Other Nervous System|2009
10-14|0.5|0.7|0.5|113|Mortality|20660564|Brain and Other Nervous System|2009
15-19|0.4|0.6|0.5|120|Mortality|22192810|Brain and Other Nervous System|2009
5-9|0.8|1.1|1.0|193|Mortality|20182499|Brain and Other Nervous System|2009
<1|~|~|~|~|Mortality|4003587|Brain and Other Nervous System|2009
1-4|3.9|4.6|4.2|674|Incidence|15955735|Brain and Other Nervous System|2009
10-14|2.5|3.0|2.7|556|Incidence|20307843|Brain and Other Nervous System|2009
15-19|1.9|2.3|2.1|465|Incidence|21819838|Brain and Other Nervous System|2009
5-9|3.2|3.8|3.5|694|Incidence|19829550|Brain and Other Nervous System|2009
<1|3.6|5.0|4.3|168|Incidence|3933652|Brain and Other Nervous System|2009
1-4|~|~|~|~|Mortality|7943260|Cervix|2009
10-14|~|~|~|~|Mortality|10088732|Cervix|2009
15-19|~|~|~|~|Mortality|10804571|Cervix|2009
5-9|~|~|~|~|Mortality|9874744|Cervix|2009
<1|~|~|~|~|Mortality|1959169|Cervix|2009
1-4|~|~|~|~|Incidence|7803380|Cervix|2009
10-14|~|~|~|~|Incidence|9916548|Cervix|2009
15-19|0.2|0.3|0.2|25|Incidence|10622852|Cervix|2009
5-9|~|~|~|~|Incidence|9702501|Cervix|2009
<1|~|~|~|~|Incidence|1924934|Cervix|2009
1-4|~|~|~|~|Mortality|16240931|Colon and Rectum|2009
10-14|~|~|~|~|Mortality|20660564|Colon and Rectum|2009
15-19|~|~|~|~|Mortality|22192810|Colon and Rectum|2009
5-9|~|~|~|~|Mortality|20182499|Colon and Rectum|2009
<1|~|~|~|~|Mortality|4003587|Colon and Rectum|2009
1-4|~|~|~|~|Incidence|15955735|Colon and Rectum|2009
10-14|~|~|~|~|Incidence|20307843|Colon and Rectum|2009
15-19|0.2|0.3|0.2|51|Incidence|21819838|Colon and Rectum|2009
5-9|~|~|~|~|Incidence|19829550|Colon and Rectum|2009
<1|~|~|~|~|Incidence|3933652|Colon and Rectum|2009
1-4|~|~|~|~|Mortality|7943260|Corpus and Uterus, NOS|2009
10-14|~|~|~|~|Mortality|10088732|Corpus and Uterus, NOS|2009
15-19|~|~|~|~|Mortality|10804571|Corpus and Uterus, NOS|2009
5-9|~|~|~|~|Mortality|9874744|Corpus and Uterus, NOS|2009
<1|~|~|~|~|Mortality|1959169|Corpus and Uterus, NOS|2009
1-4|~|~|~|~|Incidence|7803380|Corpus and Uterus, NOS|2009
10-14|~|~|~|~|Incidence|9916548|Corpus and Uterus, NOS|2009
15-19|~|~|~|~|Incidence|10622852|Corpus and Uterus, NOS|2009
5-9|~|~|~|~|Incidence|9702501|Corpus and Uterus, NOS|2009
<1|~|~|~|~|Incidence|1924934|Corpus and Uterus, NOS|2009
1-4|~|~|~|~|Mortality|16240931|Esophagus|2009
10-14|~|~|~|~|Mortality|20660564|Esophagus|2009
15-19|~|~|~|~|Mortality|22192810|Esophagus|2009
5-9|~|~|~|~|Mortality|20182499|Esophagus|2009
<1|~|~|~|~|Mortality|4003587|Esophagus|2009
1-4|~|~|~|~|Incidence|15955735|Esophagus|2009
10-14|~|~|~|~|Incidence|20307843|Esophagus|2009
15-19|~|~|~|~|Incidence|21819838|Esophagus|2009
5-9|~|~|~|~|Incidence|19829550|Esophagus|2009
<1|~|~|~|~|Incidence|3933652|Esophagus|2009
1-4|~|~|~|~|Mortality|7943260|Female Breast|2009
10-14|~|~|~|~|Mortality|10088732|Female Breast|2009
15-19|~|~|~|~|Mortality|10804571|Female Breast|2009
5-9|~|~|~|~|Mortality|9874744|Female Breast|2009
<1|~|~|~|~|Mortality|1959169|Female Breast|2009
1-4|~|~|~|~|Incidence|7803380|Female Breast|2009
10-14|~|~|~|~|Incidence|9916548|Female Breast|2009
15-19|0.1|0.3|0.2|17|Incidence|10622852|Female Breast|2009
5-9|~|~|~|~|Incidence|9702501|Female Breast|2009
<1|~|~|~|~|Incidence|1924934|Female Breast|2009
1-4|~|~|~|~|Incidence|7803380|Female Breast, <i>in situ</i>|2009
10-14|~|~|~|~|Incidence|9916548|Female Breast, <i>in situ</i>|2009
15-19|~|~|~|~|Incidence|10622852|Female Breast, <i>in situ</i>|2009
5-9|~|~|~|~|Incidence|9702501|Female Breast, <i>in situ</i>|2009
<1|~|~|~|~|Incidence|1924934|Female Breast, <i>in situ</i>|2009
1-4|~|~|~|~|Mortality|16240931|Hodgkin Lymphoma|2009
10-14|~|~|~|~|Mortality|20660564|Hodgkin Lymphoma|2009
15-19|~|~|~|~|Mortality|22192810|Hodgkin Lymphoma|2009
5-9|~|~|~|~|Mortality|20182499|Hodgkin Lymphoma|2009
<1|~|~|~|~|Mortality|4003587|Hodgkin Lymphoma|2009
1-4|0.1|0.2|0.1|21|Incidence|15955735|Hodgkin Lymphoma|2009
10-14|1.0|1.3|1.1|233|Incidence|20307843|Hodgkin Lymphoma|2009
15-19|3.0|3.5|3.2|705|Incidence|21819838|Hodgkin Lymphoma|2009
5-9|0.3|0.5|0.4|82|Incidence|19829550|Hodgkin Lymphoma|2009
<1|~|~|~|~|Incidence|3933652|Hodgkin Lymphoma|2009
1-4|.|.|.|.|Mortality|16240931|Kaposi Sarcoma|2009
10-14|.|.|.|.|Mortality|20660564|Kaposi Sarcoma|2009
15-19|.|.|.|.|Mortality|22192810|Kaposi Sarcoma|2009
5-9|.|.|.|.|Mortality|20182499|Kaposi Sarcoma|2009
<1|.|.|.|.|Mortality|4003587|Kaposi Sarcoma|2009
1-4|~|~|~|~|Incidence|15955735|Kaposi Sarcoma|2009
10-14|~|~|~|~|Incidence|20307843|Kaposi Sarcoma|2009
15-19|~|~|~|~|Incidence|21819838|Kaposi Sarcoma|2009
5-9|~|~|~|~|Incidence|19829550|Kaposi Sarcoma|2009
<1|~|~|~|~|Incidence|3933652|Kaposi Sarcoma|2009
1-4|~|~|~|~|Mortality|16240931|Kidney and Renal Pelvis|2009
10-14|~|~|~|~|Mortality|20660564|Kidney and Renal Pelvis|2009
15-19|~|~|~|~|Mortality|22192810|Kidney and Renal Pelvis|2009
5-9|0.0|0.1|0.1|17|Mortality|20182499|Kidney and Renal Pelvis|2009
<1|~|~|~|~|Mortality|4003587|Kidney and Renal Pelvis|2009
1-4|1.9|2.4|2.1|341|Incidence|15955735|Kidney and Renal Pelvis|2009
10-14|0.1|0.2|0.2|31|Incidence|20307843|Kidney and Renal Pelvis|2009
15-19|0.1|0.3|0.2|42|Incidence|21819838|Kidney and Renal Pelvis|2009
